,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m²),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC),72
20140926155500,20.9,54.5,0,0.66,2.68,262.1,26.1,0,444,13.8,13.8,13.8,5.7,69
20140926160000,21.3,53.3,0,0.78,3.43,288.5,41.7,0,404,13.8,13.8,13.8,5.9,69
20140926160500,21.1,54.1,0,0.7,2.38,183.5,85.7,0,124,13.5,13.8,13.8,5.8,69
20140926161000,20.9,54.8,0,0.75,2.53,353.2,91.2,0,137,13.8,13.8,13.8,5.7,69
20140926161500,20.7,54.7,0,0.74,2.24,226.4,79.5,0,175,13.8,13.8,13.8,5.6,69
20140926162000,20.7,53.6,0,1.06,3.43,292.4,24.5,0,344,13.8,13.8,13.8,5.8,69
20140926162500,21,51.9,0,0.84,2.68,269.6,39.8,0,322,13.8,13.8,13.8,6.1,69
20140926163000,21.2,50.4,0,0.92,3.43,266.5,64.8,0,306,13.8,13.8,13.8,6.3,69
20140926163500,21.2,49.4,0,0.87,2.98,202.5,40.3,0,296,13.8,13.8,13.8,6.5,69
20140926164000,21.3,48.8,0,0.61,2.98,237.3,40.2,0,289,13.8,13.8,13.8,6.6,69
20140926164500,21.5,47.7,0,1.14,3.43,236.3,66.5,0,317,13.8,13.8,13.8,6.8,69
20140926165000,21.4,48.1,0,0.74,2.38,293.1,56.5,0,321,13.8,13.8,13.8,6.7,69
20140926165500,21.8,47.7,0,0.66,1.93,236.6,68.2,0,315,13.8,13.8,13.8,6.8,69
20140926170000,21.6,48.3,0,0.62,2.53,255.8,39.9,0,279,13.8,13.8,13.8,6.7,69
20140926170500,21.8,48,0,0.67,2.53,213.6,21.8,0,286,13.8,13.8,13.8,6.8,69
20140926171000,21.6,47.8,0.29,1.33,3.73,270.2,47,0,244,13.8,13.8,13.8,6.8,69
20140926171500,21.5,47.8,0,0.75,2.83,231,33.4,0,227,13.8,13.8,13.8,6.8,69
20140926172000,21.6,47.9,0,0.9,3.43,248.6,41.8,0,193,13.8,13.8,13.8,6.8,69
20140926172500,21.1,49.5,0,1.85,4.92,274.4,19,0,79,13.8,13.8,13.8,6.4,69
20140926173000,20.8,50.2,0.14,1.31,2.98,283,16.3,0,52,13.6,13.6,13.8,6.3,69
20140926173500,20.7,50.5,0,0.81,1.79,276.1,7.3,0,48,13.5,13.5,13.6,6.2,69
20140926174000,20.6,51.2,0,0.53,2.08,280.2,3.6,0,48,13.5,13.5,13.5,6.1,69
20140926174500,20.5,51.8,0,1.12,2.68,284.4,9,0,40,13.4,13.4,13.5,6,69
20140926175000,20.4,52.3,0.14,1.38,2.83,288,17,0,39,13.4,13.4,13.4,5.9,69
20140926175500,20.3,52.6,0,1.46,3.58,280.2,20,0,39,13.4,13.4,13.4,5.9,69
20140926180000,20.3,52.7,0.59,1.74,4.03,288.4,14.3,0,34,13.4,13.4,13.4,5.8,69
20140926180500,20.2,52.8,0,1.2,3.43,288.4,11,0,28,13.3,13.3,13.4,5.8,69
20140926181000,20.2,52.4,0,1.55,3.28,297.1,21.5,0,27,13.3,13.3,13.3,5.9,69
20140926181500,20.2,52.2,0,0.92,1.93,299,21.2,0,24,13.3,13.3,13.3,5.9,69
20140926182000,20.2,51.7,0,1.19,2.98,301.4,11.9,0,20,13.3,13.3,13.3,6,69
20140926182500,20.1,51.2,0,1.12,3.43,282.6,20.7,0,18,13.3,13.3,13.3,6,69
20140926183000,20,51.2,0,0.84,2.98,284.7,5.5,0,14,13.3,13.3,13.3,6,69
20140926183500,20,51,0,0.39,1.49,287.8,0,0,9,13.2,13.3,13.3,6,69
20140926184000,19.9,51.5,0,0.33,1.34,287.4,0,0,6,13.2,13.3,13.3,5.9,69
20140926184500,19.8,51.2,0,0.32,1.04,287.8,0,0,5,13.2,13.2,13.3,6,69
20140926185000,19.8,51.2,0,0.12,0.59,287.8,0,0,2,13.2,13.2,13.2,6,69
20140926185500,19.8,50.9,0,0.25,0.74,287.8,0,0,1,13.2,13.2,13.2,6,69
20140926190000,19.7,51.2,0,0.14,0.59,287.8,0,0,1,13.2,13.2,13.2,6,69
20140926190500,19.7,51.1,0,0.19,0.74,287.8,0,0,1,13.1,13.2,13.2,6,69
20140926191000,19.6,51.2,0,0.25,0.74,287.8,0,0,1,13.2,13.2,13.2,5.9,69
20140926191500,19.6,51.5,0,0.12,0.59,287.8,0,0,1,13.2,13.2,13.2,5.9,69
20140926192000,19.5,51.8,0,0.21,0.74,287.8,0,0,1,13.2,13.2,13.2,5.8,69
20140926192500,19.5,52.1,0,0.04,0.44,287.8,0,0,1,13.2,13.2,13.2,5.8,69
20140926193000,19.4,52.6,0,0.06,0.29,287.8,0,0,1,13.2,13.2,13.2,5.7,69
20140926193500,19.3,52.7,0,0.11,0.29,287.8,0,0,1,13.2,13.2,13.2,5.7,69
20140926194000,19.4,52.5,0,0.08,0.44,287.8,0,0,1,13.2,13.2,13.2,5.7,69
20140926194500,19.3,53.4,0,0.05,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6,69
20140926195000,19,54.5,0,0.1,0.29,287.8,0,0,1,13.2,13.2,13.2,5.4,69
20140926195500,19.1,53.8,0,0.06,0.29,287.8,0,0,1,13.2,13.2,13.2,5.5,69
20140926200000,19.3,53,0,0.08,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6,69
20140926200500,19.4,52.9,0,0.06,0.29,287.8,0,0,1,13.1,13.2,13.2,5.7,69
20140926201000,19.4,53.3,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6,69
20140926201500,19.4,53.5,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6,69
20140926202000,19.3,54,0,0.06,0.29,287.8,0,0,1,13.2,13.2,13.2,5.5,69
20140926202500,19.2,54.7,0,0.15,0.59,287.8,0,0,1,13.2,13.2,13.2,5.4,69
20140926203000,19.2,54.9,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,5.4,69
20140926203500,19,54.7,0,0.08,0.29,287.8,0,0,1,13.2,13.2,13.2,5.4,69
20140926204000,19,55.7,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2,69
20140926204500,18.9,55.7,0,0.11,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2,69
20140926205000,19,55.1,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,5.3,69
20140926205500,19.1,55.3,0,0.02,0.29,287.8,0,0,1,13.2,13.2,13.2,5.3,69
20140926210000,19.1,55.5,0,0.1,0.44,287.8,0,0,1,13.2,13.2,13.2,5.3,69
20140926210500,19.1,56.2,0,0.04,0.29,287.8,0,0,1,13.1,13.2,13.2,5.2,69
20140926211000,19.1,56.3,0,0.09,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2,69
20140926211500,19.2,56.3,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2,69
20140926212000,19.1,56.4,0,0.05,0.29,287.8,0,0,1,13.2,13.2,13.2,5.2,69
20140926212500,19.1,56.8,0,0.03,0.14,287.8,0,0,1,13.2,13.2,13.2,5.1,69
20140926213000,19.1,57.2,0,0.07,0.29,287.8,0,0,1,13.2,13.2,13.2,5.1,69
20140926213500,19,57.9,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,5,69
20140926214000,18.9,58.4,0,0.04,0.29,287.8,0,0,1,13.2,13.2,13.2,4.9,69
20140926214500,18.9,58.2,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,4.9,69
20140926215000,18.8,59.9,0,0.14,1.34,269.9,14.4,0,1,13.2,13.2,13.2,4.7,69
20140926215500,18.7,61.2,0,0.1,1.34,257.2,0,0,1,13.2,13.2,13.2,4.5,69
20140926220000,18.6,61.7,0,0.17,1.04,257.2,0,0,1,13.2,13.2,13.2,4.4,69
20140926220500,18.5,61.9,0,0.14,1.19,248.6,17.1,0,1,13.1,13.1,13.2,4.4,69
20140926221000,18.4,62.1,0,0.21,1.19,210.5,4.6,0,1,13.2,13.2,13.2,4.3,69
20140926221500,18.3,62.6,0,0.09,0.44,192.4,0,0,1,13.1,13.2,13.2,4.3,69
20140926222000,18.3,62.5,0,0.12,1.19,192.4,0,0,1,13.2,13.2,13.2,4.3,69
20140926222500,18.3,62.5,0,0.28,1.04,192.7,0,0,1,13.2,13.2,13.2,4.3,69
20140926223000,18.2,63.3,0,0.14,0.44,192.6,0,0,1,13.2,13.2,13.2,4.2,69
20140926223500,18.1,63.8,0,0.18,0.59,192.6,0,0,1,13.1,13.2,13.2,4.1,69
20140926224000,17.9,64.5,0,0.06,0.44,192.6,0,0,1,13.2,13.2,13.2,4,69
20140926224500,17.9,64.5,0,0.27,1.34,242.9,34.8,0,1,13.2,13.2,13.2,4,69
20140926225000,18,64.5,0,0.19,0.89,265.8,0,0,1,13.1,13.2,13.2,4,69
20140926225500,18,64.8,0,0.25,0.74,265.8,0,0,1,13.1,13.2,13.2,4,69
20140926230000,18,65.2,0,0.31,1.19,265.8,0,0,1,13.1,13.2,13.2,3.9,69
20140926230500,17.9,65.6,0,0.45,1.34,265.8,0,0,1,13.1,13.1,13.2,3.9,69
20140926231000,18,65.8,0,0.08,0.59,265.8,0,0,1,13.1,13.2,13.2,3.8,69
20140926231500,17.9,66.2,0,0.28,1.04,265.8,0,0,1,13.1,13.2,13.2,3.8,69
20140926232000,17.9,66.3,0,0.59,1.93,267.9,2.9,0,1,13.1,13.1,13.2,3.8,69
20140926232500,17.9,66.3,0,0.27,0.89,278.3,0,0,1,13.1,13.1,13.2,3.8,69
20140926233000,17.9,66.6,0,0.31,1.04,278.3,0,0,1,13.1,13.1,13.2,3.7,69
20140926233500,17.8,66.7,0,0.63,1.49,279.9,0,0,1,13.2,13.2,13.2,3.7,69
20140926234000,17.8,66.5,0,0.78,1.79,284.8,5.2,0,1,13.2,13.2,13.2,3.7,69
20140926234500,17.8,66.5,0,0.7,1.93,290.5,0,0,1,13.2,13.2,13.2,3.7,69
20140926235000,17.8,66.8,0,0.21,0.89,290.9,0,0,1,13.1,13.1,13.1,3.7,69
20140926235500,17.8,66.8,0,0.24,0.74,290.9,0,0,1,13.1,13.1,13.1,3.7,69
20140927000000,19.5,58.9,0,0.57,2.24,307.9,8.4,0,407,13.8,13.8,13.8,4.9,72
20140927000500,19.3,57.9,0.14,0.81,2.38,349.6,32.6,0,471,13.8,13.8,13.8,5,72
20140927001000,19.1,58.6,0,0.79,2.83,338.3,25.4,0,395,13.8,13.8,13.8,4.9,72
20140927001500,19.5,57.6,0,0.63,1.49,356.1,12.9,0,417,13.8,13.8,13.8,5.1,72
20140927002000,19.6,57,0.14,0.59,1.34,62.1,44.1,0,395,13.8,13.8,13.8,5.2,72
20140927002500,20,56,0.14,1.18,2.68,127.5,14.9,0,367,13.8,13.8,13.8,5.4,72
20140927003000,19.6,58.2,0.14,1.51,3.58,117,11.6,0,369,13.8,13.8,13.8,5,72
20140927003500,19.6,58.9,0.59,2.36,3.73,134.4,17.3,0,376,13.8,13.8,13.8,4.9,72
20140927004000,19.6,59.2,0.14,1.4,2.98,123.2,11,0,364,13.8,13.8,13.8,4.9,72
20140927004500,19.8,59.2,0,1.45,2.98,125.5,18.5,0,366,13.8,13.8,13.8,4.9,72
20140927005000,19.4,60.3,0.14,1.6,2.98,111.3,12.4,0,365,13.8,13.8,13.8,4.7,72
20140927005500,19.8,59.4,0.14,0.88,1.79,120.2,25.1,0,406,13.8,13.8,13.8,4.9,72
20140927010000,20.2,58,0,0.81,2.24,130.6,20.5,0,360,13.8,13.8,13.8,5.1,72
20140927010500,20.1,58.7,0.14,1.16,2.83,130.8,11,0,313,13.8,13.8,13.8,5,72
20140927011000,20,59,0,0.71,2.24,130.4,2.9,0,289,13.8,13.8,13.8,5,72
20140927011500,20,58.5,0.14,1.9,3.43,134.8,14,0,311,13.8,13.8,13.8,5,72
20140927012000,19.7,57.7,0.44,1.55,2.83,117.7,14.1,0,324,13.8,13.8,13.8,5.1,72
20140927012500,19.8,57.4,0,0.6,1.93,145.3,23.9,0,308,13.8,13.8,13.8,5.1,72
20140927013000,20.2,57.3,0,0.43,1.34,21.3,38.3,0,307,13.8,13.8,13.8,5.2,72
20140927013500,20.2,57.6,0,0.33,1.04,0.3,3.6,0,308,13.8,13.8,13.8,5.2,72
20140927014000,20.4,56.7,0,1.01,2.68,40.7,61,0,323,13.8,13.8,13.8,5.3,72
20140927014500,20.3,56.5,0,0.51,1.49,153.9,1.4,0,343,13.8,13.8,13.8,5.3,72
20140927015000,20.4,56.2,0,0.48,1.49,147.8,9.9,0,297,13.8,13.8,13.8,5.4,72
20140927015500,20.4,56.8,0,0.75,2.38,117.9,11.3,0,250,13.8,13.8,13.8,5.3,72
20140927020000,20.2,57.4,0.44,1.55,2.98,133.1,18.2,0,225,13.8,13.8,13.8,5.2,72
20140927020500,20.2,57,0,1,2.38,141.3,6.7,0,222,13.7,13.8,13.8,5.2,72
20140927021000,20.3,57.5,0,0.28,1.04,152.6,0,0,223,13.8,13.8,13.8,5.2,72
20140927021500,20.3,58.5,0,0.55,1.79,148.6,9.1,0,199,13.8,13.8,13.8,5.1,72
20140927022000,20.3,58.7,0.14,1.32,2.98,139.2,16.2,0,185,13.8,13.8,13.8,5,72
20140927022500,20.4,57.1,0,0.46,1.34,137.9,1.8,0,179,13.8,13.8,13.8,5.3,72
20140927023000,20.3,56.6,0,0.68,2.24,131.4,10.4,0,163,13.8,13.8,13.8,5.3,72
20140927023500,20.1,56.9,0,0.89,2.83,119.6,8.3,0,157,13.8,13.8,13.8,5.2,72
20140927024000,20.2,56.7,0,0.47,2.08,119.5,11.5,0,162,13.8,13.8,13.9,5.3,72
20140927024500,20.2,56.9,0,0.67,1.63,104.6,20.8,0,159,13.8,13.8,13.9,5.3,72
20140927025000,20.4,55.7,0,0.85,2.08,130.5,4.3,0,160,13.8,13.9,13.9,5.5,72
20140927025500,20.3,55,0,0.37,1.79,134.3,1.3,0,157,13.8,13.9,13.9,5.5,72
20140927030000,20.4,55,0,0.28,0.89,133.3,0,0,168,13.8,13.9,13.9,5.5,72
20140927030500,20.7,54.7,0,0.17,0.74,133.3,0,0,156,13.5,13.8,13.9,5.6,72
20140927031000,20.6,55.3,0,0.28,1.34,133.3,0,0,121,13.8,13.8,13.8,5.5,72
20140927031500,20.6,55.5,0,0.41,1.19,133.3,0,0,108,13.8,13.8,13.8,5.5,72
20140927032000,20.3,56.1,0.29,1.49,2.83,132.1,18.9,0,107,13.8,13.8,13.9,5.4,72
20140927032500,20.2,56.3,0.29,1.28,2.08,121,10.5,0,120,13.8,13.9,13.9,5.3,72
20140927033000,20.3,56,0,0.82,1.93,129.1,5.6,0,119,13.8,13.9,13.9,5.4,72
20140927033500,20.3,56.1,0,0.96,2.68,98.4,53,0,120,13.8,13.9,13.9,5.4,72
20140927034000,20.4,55.7,0,0.6,1.34,40.1,34.7,0,113,13.8,13.9,13.9,5.5,72
20140927034500,20.3,55.6,0,1.06,2.38,120.9,10.8,0,113,13.8,13.9,13.9,5.5,72
20140927035000,20.2,55.3,0,1.53,2.53,122.3,9.5,0,117,13.8,13.9,13.9,5.5,72
20140927035500,20.3,55.4,0,0.89,2.08,126.5,12.7,0,134,13.9,13.9,13.9,5.5,72
20140927040000,20.4,55,0,1.22,2.68,127.1,13.1,0,152,13.9,13.9,13.9,5.5,72
20140927040500,20.6,55,0,0.48,1.79,163.8,23.4,0,170,13.6,13.8,13.9,5.6,72
20140927041000,20.6,54.8,0,0.8,2.08,136.1,36.3,0,160,13.9,13.9,13.9,5.6,72
20140927041500,20.6,55.4,0,0.65,1.63,119.3,7.7,0,175,13.8,13.9,13.9,5.5,72
20140927042000,20.6,55.7,0,0.83,2.24,127,18.2,0,167,13.9,13.9,13.9,5.5,72
20140927042500,20.7,55.7,0,0.32,1.49,145.2,0,0,151,13.8,13.9,13.9,5.5,72
20140927043000,20.8,55.6,0,0.41,1.79,139,7.1,0,141,13.8,13.9,13.9,5.5,72
20140927043500,20.7,55.8,0.14,1.07,2.24,132,7.5,0,126,13.8,13.9,13.9,5.5,72
20140927044000,20.8,55.3,0,0.07,0.44,139.7,0,0,115,13.8,13.9,13.9,5.6,72
20140927044500,20.8,56,0,0.17,0.89,146.4,11,0,96,13.8,13.8,13.9,5.5,72
20140927045000,20.7,55.8,0,0.53,1.49,168.8,0,0,78,13.8,13.8,13.9,5.5,72
20140927045500,20.6,56.1,0,0.49,1.79,129.2,10.8,0,65,13.6,13.7,13.8,5.4,72
20140927050000,20.6,56.8,0,0.33,1.19,126.6,2.3,0,61,13.6,13.7,13.8,5.3,72
20140927050500,20.5,56.7,0,0.84,2.08,123.1,4.1,0,71,13.4,13.7,13.9,5.3,72
20140927051000,20.5,56.5,0,0.44,1.19,115.6,1.1,0,67,13.8,13.8,13.9,5.4,72
20140927051500,20.5,56.6,0,0.68,2.08,116.7,2.8,0,66,13.8,13.8,13.9,5.3,72
20140927052000,20.6,56.4,0.14,1,1.79,125.4,23.1,0,75,13.8,13.9,13.9,5.4,72
20140927052500,20.4,55.9,0.74,1.84,2.98,124.1,13.8,0,74,13.9,13.9,13.9,5.4,72
20140927053000,20.5,55.6,0.14,1.15,2.24,113.6,19.4,0,70,13.8,13.9,13.9,5.5,72
20140927053500,20.5,55.7,0,0.82,2.08,105.2,12.2,0,63,13.8,13.8,13.9,5.5,72
20140927054000,20.5,55.4,0,0.84,2.08,133,7.3,0,61,13.6,13.7,13.9,5.5,72
20140927054500,20.5,55,0.14,1.14,2.38,124.9,17.6,0,54,13.5,13.6,13.6,5.6,72
20140927055000,20.4,56.1,0.14,1.04,2.24,108.6,10.1,0,46,13.5,13.5,13.5,5.4,72
20140927055500,20.3,57.1,0,1.06,1.93,116.6,11.4,0,41,13.4,13.4,13.5,5.2,72
20140927060000,20.3,57.6,0,0.38,1.04,103.7,2.3,0,33,13.4,13.4,13.4,5.2,72
20140927060500,20.3,57.9,0,0.36,1.49,104.3,3.9,0,25,13.3,13.3,13.4,5.1,72
20140927061000,20.3,58.6,0,0.49,1.34,107.5,2.5,0,19,13.3,13.3,13.3,5,72
20140927061500,20.3,59.7,0,0.37,1.49,148.1,18.1,0,15,13.3,13.3,13.3,4.9,72
20140927062000,20.3,60.8,0,0.47,1.93,160.7,2.6,0,11,13.3,13.3,13.3,4.8,72
20140927062500,20.2,62,0,0.67,2.08,137.3,16.8,0,8,13.2,13.3,13.3,4.6,72
20140927063000,20.2,63,0,0.53,2.08,154.1,9.1,0,7,13.2,13.3,13.3,4.5,72
20140927063500,20.1,63.6,0,0.78,2.24,128.6,11.2,0,5,13.2,13.2,13.2,4.4,72
20140927064000,20,63.9,0.14,0.9,1.93,122.7,7.9,0,4,13.2,13.2,13.2,4.3,72
20140927064500,19.9,64.5,0.14,0.92,1.93,134.5,17.5,0,2,13.2,13.2,13.2,4.2,72
20140927065000,19.9,65.1,0,0.96,2.53,124.5,22.1,0,1,13.2,13.2,13.2,4.1,72
20140927065500,19.8,65.7,0.14,1.44,3.28,124.8,16.8,0,1,13.2,13.2,13.2,4.1,72
20140927070000,19.8,66.2,0,0.77,2.08,149.5,18.4,0,1,13.2,13.2,13.2,4,72
20140927070500,19.8,66.4,0,0.76,1.79,131.2,7.2,0,1,13.1,13.2,13.2,4,72
20140927071000,19.8,66.7,0,0.58,1.49,129.3,3.9,0,1,13.2,13.2,13.2,3.9,72
20140927071500,19.8,67.1,0,0.47,1.79,156.3,5.3,0,1,13.2,13.2,13.2,3.9,72
20140927072000,19.8,67.3,0,0.33,1.19,155.9,0,0,1,13.2,13.2,13.2,3.9,72
20140927072500,19.7,67.5,0,0.47,1.79,117.1,28.4,0,1,13.2,13.2,13.2,3.8,72
20140927073000,19.7,67.3,0,0.59,1.93,143.2,8.5,0,1,13.2,13.2,13.2,3.8,72
20140927073500,19.7,67.6,0,0.47,2.08,153.9,1.4,0,1,13.2,13.2,13.2,3.8,72
20140927074000,19.6,67.6,0,0.59,1.63,155.6,3,0,1,13.2,13.2,13.2,3.8,72
20140927074500,19.6,67.9,0,0.46,1.63,160.5,4.7,0,1,13.2,13.2,13.2,3.8,72
20140927075000,19.4,68.4,0,0.92,2.38,135.9,24,0,1,13.2,13.2,13.2,3.7,72
20140927075500,19.4,68.6,0,0.82,2.24,145.4,13.1,0,1,13.2,13.2,13.2,3.7,72
20140927080000,19.4,68.8,0,0.87,2.53,129.2,28.7,0,1,13.2,13.2,13.2,3.6,72
20140927080500,19.4,69.1,0,0.59,1.63,130.6,13.9,0,1,13.1,13.2,13.2,3.6,72
20140927081000,19.3,69.6,0,0.4,1.63,126.6,7.2,0,1,13.2,13.2,13.2,3.5,72
20140927081500,19.3,69.7,0,0.39,1.49,130.7,3.3,0,1,13.2,13.2,13.2,3.5,72
20140927082000,19.3,69.6,0,0.56,1.63,150.5,11.5,0,1,13.2,13.2,13.2,3.5,72
20140927082500,19.3,69.7,0,0.14,0.59,162,0,0,1,13.2,13.2,13.2,3.5,72
20140927083000,19.3,69.9,0,0.48,1.63,144.8,18.6,0,1,13.2,13.2,13.2,3.5,72
20140927083500,19.1,70.2,0,0.54,1.49,114.6,3.2,0,1,13.2,13.2,13.2,3.4,72
20140927084000,19.1,70.4,0,0.43,0.89,113.2,0,0,1,13.2,13.2,13.2,3.4,72
20140927084500,19.2,70,0,0.43,1.63,124.9,10.1,0,1,13.2,13.2,13.2,3.5,72
20140927085000,19.2,70.1,0,0.21,0.74,133.3,0,0,1,13.2,13.2,13.2,3.4,72
20140927085500,19.2,70.1,0,0.2,1.19,133.3,0,0,1,13.2,13.2,13.2,3.4,72
20140927090000,19.2,70.2,0,0.26,1.34,133.3,0,0,1,13.2,13.2,13.2,3.4,72
20140927090500,19.2,70.2,0,0.3,0.89,133.3,0,0,1,13.1,13.2,13.2,3.4,72
20140927091000,19.1,70.4,0,0.27,0.89,133.3,0,0,1,13.2,13.2,13.2,3.4,72
20140927091500,19.1,70.8,0,0.14,0.59,133.3,0,0,1,13.2,13.2,13.2,3.4,72
20140927092000,19.1,71,0,0.22,0.74,133.3,0,0,1,13.2,13.2,13.2,3.3,72
20140927092500,19,71,0,0.07,0.44,133.3,0,0,1,13.2,13.2,13.2,3.3,72
20140927093000,19,71,0,0.28,1.04,133.3,0,0,1,13.2,13.2,13.2,3.3,72
20140927093500,19.1,70.4,0,0.49,1.04,133.3,0,0,1,13.2,13.2,13.2,3.4,72
20140927094000,19.1,70.3,0,0.61,1.34,132.9,0,0,1,13.2,13.2,13.2,3.4,72
20140927094500,19.1,70,0,0.39,1.04,132.3,2,0,1,13.2,13.2,13.2,3.4,72
20140927095000,19.1,69.4,0,0.21,1.04,144.2,15.9,0,1,13.2,13.2,13.2,3.5,72
20140927095500,19.1,68.4,0,0.58,1.63,164,0,0,1,13.2,13.2,13.2,3.6,72
20140927100000,19.1,67.9,0,0.18,0.59,161.4,0,0,1,13.2,13.2,13.2,3.7,72
20140927100500,19,68.1,0,0.29,1.19,161.2,0,0,1,13.1,13.2,13.2,3.7,72
20140927101000,19,68,0,0.67,1.63,134.2,19.3,0,1,13.2,13.2,13.2,3.7,72
20140927101500,18.9,68.4,0,0.54,1.49,146.7,0,0,1,13.2,13.2,13.2,3.6,72
20140927102000,18.8,68.6,0,0.47,1.34,147.2,0,0,1,13.2,13.2,13.2,3.6,72
20140927102500,18.7,69,0,0.23,1.04,147,0,0,1,13.2,13.2,13.2,3.5,72
20140927103000,18.7,69.7,0,0.33,1.34,146.9,0,0,1,13.2,13.2,13.2,3.4,72
20140927103500,18.6,70.5,0,0.45,1.04,146.7,0,0,1,13.1,13.2,13.2,3.3,72
20140927104000,18.5,71.1,0,0.34,1.04,146.7,0,0,1,13.2,13.2,13.2,3.3,72
20140927104500,18.5,71.4,0,0.36,0.89,146.8,0,0,1,13.2,13.2,13.2,3.2,72
20140927105000,18.5,71.7,0.14,0.54,1.04,146.6,0,0,1,13.2,13.2,13.2,3.2,72
20140927105500,18.4,72.2,0,0.6,1.04,146.6,0,0,1,13.1,13.2,13.2,3.1,72
20140927110000,18.4,72.7,0,0.53,1.34,143.6,0,0,1,13.2,13.2,13.2,3.1,72
20140927110500,18.4,73.2,0,0.48,1.19,142.4,1.4,0,1,13.1,13.1,13.2,3,72
20140927111000,18.4,73.4,0,0.25,0.89,142.4,1.4,0,1,13.2,13.2,13.2,3,72
20140927111500,18.3,73.7,0,0.56,1.34,142.4,1.4,0,1,13.1,13.2,13.2,2.9,72
20140927112000,18.4,74,0,0.4,0.89,142.4,1.4,0,1,13.2,13.2,13.2,2.9,72
20140927112500,18.2,74.5,0,0.56,1.49,142.4,1.4,0,1,13.1,13.2,13.2,2.8,72
20140927113000,18.2,75,0,0.31,0.89,142.4,1.4,0,1,13.1,13.1,13.2,2.8,72
20140927113500,18.1,75.3,0,0.22,0.59,142.4,1.4,0,1,13.2,13.2,13.2,2.7,72
20140927114000,18,75.8,0,0.13,0.74,142.4,1.4,0,1,13.2,13.2,13.2,2.7,72
20140927114500,17.9,76.5,0,0.07,0.59,142.4,1.4,0,1,13.2,13.2,13.2,2.6,72
20140927115000,17.9,77.1,0,0.05,0.59,142.4,1.4,0,1,13.1,13.1,13.1,2.5,72
20140927115500,17.9,77.6,0,0.08,0.44,142.4,1.4,0,1,13.1,13.1,13.1,2.5,72
20140927120000,19.5,58.9,0,0.57,2.24,307.9,8.4,0,407,13.8,13.8,13.8,4.9,69
20140927120500,19.3,57.9,0.14,0.81,2.38,349.6,32.6,0,471,13.8,13.8,13.8,5,69
20140927121000,19.1,58.6,0,0.79,2.83,338.3,25.4,0,395,13.8,13.8,13.8,4.9,69
20140927121500,19.5,57.6,0,0.63,1.49,356.1,12.9,0,417,13.8,13.8,13.8,5.1,69
20140927122000,19.6,57,0.14,0.59,1.34,62.1,44.1,0,395,13.8,13.8,13.8,5.2,69
20140927122500,20,56,0.14,1.18,2.68,127.5,14.9,0,367,13.8,13.8,13.8,5.4,69
20140927123000,19.6,58.2,0.14,1.51,3.58,117,11.6,0,369,13.8,13.8,13.8,5,69
20140927123500,19.6,58.9,0.59,2.36,3.73,134.4,17.3,0,376,13.8,13.8,13.8,4.9,69
20140927124000,19.6,59.2,0.14,1.4,2.98,123.2,11,0,364,13.8,13.8,13.8,4.9,69
20140927124500,19.8,59.2,0,1.45,2.98,125.5,18.5,0,366,13.8,13.8,13.8,4.9,69
20140927125000,19.4,60.3,0.14,1.6,2.98,111.3,12.4,0,365,13.8,13.8,13.8,4.7,69
20140927125500,19.8,59.4,0.14,0.88,1.79,120.2,25.1,0,406,13.8,13.8,13.8,4.9,69
20140927130000,20.2,58,0,0.81,2.24,130.6,20.5,0,360,13.8,13.8,13.8,5.1,69
20140927130500,20.1,58.7,0.14,1.16,2.83,130.8,11,0,313,13.8,13.8,13.8,5,69
20140927131000,20,59,0,0.71,2.24,130.4,2.9,0,289,13.8,13.8,13.8,5,69
20140927131500,20,58.5,0.14,1.9,3.43,134.8,14,0,311,13.8,13.8,13.8,5,69
20140927132000,19.7,57.7,0.44,1.55,2.83,117.7,14.1,0,324,13.8,13.8,13.8,5.1,69
20140927132500,19.8,57.4,0,0.6,1.93,145.3,23.9,0,308,13.8,13.8,13.8,5.1,69
20140927133000,20.2,57.3,0,0.43,1.34,21.3,38.3,0,307,13.8,13.8,13.8,5.2,69
20140927133500,20.2,57.6,0,0.33,1.04,0.3,3.6,0,308,13.8,13.8,13.8,5.2,69
20140927134000,20.4,56.7,0,1.01,2.68,40.7,61,0,323,13.8,13.8,13.8,5.3,69
20140927134500,20.3,56.5,0,0.51,1.49,153.9,1.4,0,343,13.8,13.8,13.8,5.3,69
