,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m²),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC),72
20140913094000,16.5,72,0.14,1.38,3.28,3.2,72.7,0,1,13.2,13.2,13.2,3,72
20140913094500,16.5,72,0,1,2.83,3.3,46.7,0,1,13.2,13.2,13.2,3,72
20140913095000,16.4,71.9,0.74,1.82,3.58,345.4,26.2,0,1,13.2,13.2,13.2,3,72
20140913095500,16.3,72.2,0.14,1.32,3.73,331.1,29.4,0,1,13.2,13.2,13.2,2.9,72
20140913100000,16.2,71.8,0,1.31,3.43,4.7,79.4,0,1,13.2,13.2,13.2,3,72
20140913100500,16.1,71.6,0.14,1.07,3.28,331,45,0,1,13.1,13.1,13.2,3,72
20140913101000,16.1,71.2,0.14,1.54,3.73,350.2,45.8,0,1,13.2,13.2,13.2,3,72
20140913101500,16,71.8,0.14,0.98,2.38,339.9,23.2,0,1,13.1,13.2,13.2,3,72
20140913102000,16,72.5,0.14,1.05,2.98,343.6,28.5,0,1,13.1,13.2,13.2,2.9,72
20140913102500,15.8,73.1,0.14,1.41,2.98,346.3,33.2,0,1,13.1,13.2,13.2,2.8,72
20140913103000,15.8,73.3,0.14,0.94,2.24,347.9,42.3,0,1,13.1,13.2,13.2,2.8,72
20140913103500,15.8,73,0,1.33,2.98,332.7,29.7,0,1,13.1,13.2,13.2,2.8,72
20140913104000,15.7,73,0,0.95,2.53,315.2,33,0,1,13.1,13.2,13.2,2.8,72
20140913104500,15.7,73.2,0,0.66,2.08,56.2,81.8,0,1,13.1,13.2,13.2,2.8,72
20140913105000,15.6,73.4,0,0.73,3.13,328.1,25.8,0,1,13.1,13.2,13.2,2.7,72
20140913105500,15.6,73.5,0.14,0.81,2.08,328.2,18.3,0,1,13.1,13.2,13.2,2.7,72
20140913110000,15.6,73.4,0.14,1.1,2.68,333.9,48.7,0,1,13.1,13.2,13.2,2.7,72
20140913110500,15.5,73.4,0,0.82,2.83,358.8,61,0,1,13,13.1,13.2,2.7,72
20140913111000,15.5,73.6,0.29,1.16,2.68,350.2,23.1,0,1,13.1,13.1,13.2,2.7,72
20140913111500,15.4,74.5,0.44,1.25,2.53,342.2,31.5,0,1,13.1,13.1,13.2,2.6,72
20140913112000,15.3,75.4,0.44,1.88,3.73,352.5,34.1,0,1,13.1,13.1,13.2,2.5,72
20140913112500,15.2,76.1,0.59,2.09,4.77,339.1,24.6,0,1,13.1,13.1,13.2,2.4,72
20140913113000,15.1,76.4,0.44,1.58,3.73,347.3,25.6,0,1,13.1,13.1,13.1,2.4,72
20140913113500,15.1,76.7,0.14,1.51,4.77,352.3,44.8,0,1,13.1,13.2,13.2,2.4,72
20140913114000,15.1,77,0,1.11,3.73,348.4,27.4,0,1,13.2,13.2,13.2,2.3,72
20140913114500,15,77.1,0.14,1.35,3.28,346.9,27.3,0,1,13.2,13.2,13.2,2.3,72
20140913115000,15,77.2,0,1.23,3.28,341.8,22.6,0,1,13.1,13.1,13.1,2.3,72
20140913115500,14.9,77.4,0.14,0.86,2.53,339,11.3,0,1,13.1,13.1,13.1,2.3,72
20140913120000,18.6,69.7,0.14,1.55,3.28,10.7,52.2,0,295,13.9,13.9,13.9,3.4,69
20140913120500,18.9,69.4,0,0.75,2.83,40.9,26.8,0,456,13.9,13.9,13.9,3.5,69
20140913121000,18.8,68.8,0.29,1.66,3.87,342,37.4,0,203,13.9,13.9,13.9,3.6,69
20140913121500,18.7,69,0.14,1.52,4.48,335.9,38.4,0,229,13.8,13.9,13.9,3.5,69
20140913122000,18.8,68.4,0.14,1.04,3.13,325.7,31.1,0,292,13.9,13.9,13.9,3.6,69
20140913122500,18.9,68.3,0.29,1.5,3.87,348.4,36.1,0,360,13.9,13.9,13.9,3.6,69
20140913123000,19,67.7,0.14,1.59,4.32,3.4,58.5,0,318,13.9,13.9,13.9,3.7,69
20140913123500,18.8,68,0.44,2.55,4.48,343.9,35,0,177,13.9,13.9,13.9,3.7,69
20140913124000,19,67.2,0.44,1.43,3.87,7.1,69.2,0,228,13.9,13.9,13.9,3.8,69
20140913124500,19,66.6,0,1.58,3.58,341.2,62.4,0,221,13.9,13.9,13.9,3.9,69
20140913125000,19.1,66.4,0,1.69,3.58,340.3,32.8,0,386,13.9,13.9,13.9,3.9,69
20140913125500,19.3,65.4,0.29,1.46,4.17,25.1,50,0,291,13.9,13.9,13.9,4,69
20140913130000,19.4,64.8,0.14,1.25,3.28,24.3,72,0,426,13.9,13.9,13.9,4.1,69
20140913130500,19.8,64.2,0,0.82,2.38,40.6,67,0,390,13.8,13.9,13.9,4.3,69
20140913131000,19.7,63.7,0,1.21,2.83,10.8,56,0,234,13.8,13.9,13.9,4.3,69
20140913131500,19.6,64,0.29,1.67,3.73,13.5,70.6,0,288,13.8,13.9,13.9,4.3,69
20140913132000,19.7,63.7,0.14,1.19,2.53,48.6,74.1,0,393,13.8,13.9,13.9,4.3,69
20140913132500,19.9,62.8,0.29,1.29,4.17,67,79.4,0,474,13.8,13.8,13.9,4.4,69
20140913133000,20,62.7,0.14,1.25,3.28,87.5,66.5,0,524,13.8,13.8,13.8,4.5,69
20140913133500,20.1,62.4,0.29,1.71,4.32,329.8,39.9,0,446,13.8,13.8,13.8,4.5,69
20140913134000,19.8,63.2,0.44,2.03,4.48,348.9,52.5,0,250,13.8,13.8,13.8,4.4,69
20140913134500,19.8,63.5,0.44,1.61,3.43,18.1,71.4,0,338,13.8,13.8,13.8,4.3,69
20140913135000,19.9,63.1,0,0.88,3.87,61,63.5,0,363,13.8,13.8,13.8,4.4,69
20140913135500,20.3,62.2,0,0.9,3.87,37.5,65.3,0,515,13.8,13.8,13.8,4.6,69
20140913140000,20.4,61.4,0.44,1.69,3.43,355.2,72.3,0,709,13.8,13.8,13.8,4.7,69
20140913140500,20.5,60.3,0.29,1.72,4.32,351.9,74,0,705,13.8,13.8,13.8,4.8,69
20140913141000,20.3,60.1,0.14,1.88,4.03,331.8,46.4,0,514,13.8,13.8,13.8,4.8,69
20140913141500,20.7,59.1,0.14,1.22,3.28,321,72.6,0,478,13.8,13.8,13.8,5,69
20140913142000,20.5,59.7,0.29,1.43,3.58,7.2,67.2,0,380,13.8,13.8,13.8,4.9,69
20140913142500,20.2,61,0.44,2.14,4.32,339.9,28.4,0,158,13.8,13.8,13.8,4.7,69
20140913143000,20,61.9,0.14,1.29,2.83,341.6,22.4,0,134,13.8,13.8,13.8,4.6,69
20140913143500,20.2,61.3,0,0.72,2.68,25.6,84.5,0,245,13.8,13.8,13.8,4.7,69
20140913144000,20.2,60.6,0.14,1.5,3.43,346.4,34.7,0,180,13.8,13.8,13.8,4.8,69
20140913144500,19.9,60.5,0.44,1.98,4.77,340.1,35.5,0,133,13.8,13.8,13.8,4.7,69
20140913145000,20,60.2,0,1.06,3.43,333.4,46.3,0,207,13.8,13.8,13.9,4.8,69
20140913145500,20.2,59.2,0,1.32,3.28,350.1,54.9,0,209,13.8,13.9,13.9,5,69
20140913150000,20.1,58.8,0.14,1.21,3.13,351.2,41.5,0,234,13.8,13.9,13.9,5,69
20140913150500,20.2,57.6,0,1.12,4.32,74.4,73.7,0,265,13.8,13.9,13.9,5.2,69
20140913151000,20.3,57,0,0.99,2.98,323.9,48.9,0,227,13.8,13.9,13.9,5.3,69
20140913151500,20.3,57.4,0.29,1.37,3.13,355.2,42.5,0,208,13.8,13.9,13.9,5.2,69
20140913152000,20.2,57.5,0.29,1.38,2.83,353.5,53.4,0,217,13.8,13.9,13.9,5.2,69
20140913152500,20.4,57,0.29,1.13,2.83,31.5,66.5,0,397,13.8,13.8,13.9,5.3,69
20140913153000,20.7,55.8,0.14,1.23,3.28,71.5,47.8,0,353,13.8,13.8,13.8,5.5,69
20140913153500,20.7,54.9,0.29,1.19,3.43,96.9,68.2,0,246,13.8,13.8,13.8,5.6,69
20140913154000,20.6,55.9,0,1.22,3.58,40.3,71.1,0,268,13.8,13.8,13.8,5.5,69
20140913154500,20.4,56.4,0.29,1.7,4.03,101,53.1,0,203,13.8,13.8,13.8,5.4,69
20140913155000,20.3,56.2,0.29,1.08,2.83,342.1,35.5,0,174,13.8,13.8,13.8,5.4,69
20140913155500,20.4,56.5,0.14,1.22,3.58,81.3,42.9,0,257,13.8,13.8,13.8,5.3,69
20140913160000,20.4,56.2,0,1.57,3.87,64.4,63.4,0,264,13.8,13.8,13.8,5.4,69
20140913160500,20.5,54.9,0.14,1.51,4.17,109,72.6,0,192,13.8,13.8,13.8,5.6,69
20140913161000,20.4,54.2,0.14,1.23,4.03,102.2,34.3,0,153,13.8,13.8,13.9,5.7,69
20140913161500,20.4,55.6,0.14,0.99,3.28,100.3,89.2,0,177,13.8,13.8,13.9,5.5,69
20140913162000,20.3,56.4,0.44,2.45,4.32,114.1,38,0,343,13.8,13.8,13.9,5.3,69
20140913162500,20.3,56.2,0.29,1.95,4.62,118.2,35.3,0,399,13.8,13.8,13.8,5.4,69
20140913163000,20.4,55.3,0.29,1.7,3.73,96.7,39.4,0,302,13.8,13.8,13.8,5.5,69
20140913163500,20.4,55.2,0,1.65,3.87,129.1,27.6,0,132,13.8,13.8,13.8,5.5,69
20140913164000,20.2,55.4,0.29,1.89,5.07,112.5,27.9,0,89,13.8,13.8,13.8,5.5,69
20140913164500,20.2,55.5,0,1.19,3.87,128.5,24.8,0,91,13.8,13.8,13.9,5.4,69
20140913165000,20.1,55.6,0.14,1.08,2.68,76.6,33.1,0,109,13.8,13.9,13.9,5.4,69
20140913165500,20.2,55.4,0,0.5,1.63,73.9,68.9,0,139,13.9,13.9,13.9,5.5,69
20140913170000,20.3,54.9,0,0.58,1.79,94.7,38.4,0,147,13.9,13.9,13.9,5.5,69
20140913170500,20.4,54.5,0,0.76,2.53,35.1,44.7,0,134,13.5,13.8,13.9,5.6,69
20140913171000,20.3,54,0,1.32,3.28,89.4,57.7,0,141,13.9,13.9,13.9,5.7,69
20140913171500,20.4,53.6,0.14,1.11,3.43,357.7,63.5,0,107,13.9,13.9,13.9,5.7,69
20140913172000,20.3,54,0,0.92,2.38,342.4,28.3,0,60,13.8,13.9,13.9,5.7,69
20140913172500,20.2,54.8,0.14,1.63,3.73,16.6,59.4,0,44,13.6,13.8,13.9,5.5,69
20140913173000,20,55.5,0.14,1.12,3.43,54.5,57.8,0,48,13.6,13.6,13.6,5.4,69
20140913173500,20,55.8,0,0.79,2.38,63.5,44,0,50,13.5,13.6,13.6,5.4,69
20140913174000,19.9,56.1,0.14,1.02,2.68,347.8,87.4,0,42,13.5,13.5,13.5,5.3,69
20140913174500,19.8,56.4,0,1.39,3.43,72.8,76.1,0,40,13.4,13.4,13.5,5.3,69
20140913175000,19.8,56.6,0.29,1.33,3.13,51.9,66.2,0,43,13.4,13.4,13.4,5.2,69
20140913175500,19.7,56.7,0.14,1.19,2.98,79.5,61.9,0,45,13.4,13.4,13.4,5.2,69
20140913180000,19.7,56.8,0.14,1.25,3.87,78.2,56,0,50,13.4,13.5,13.5,5.2,69
20140913180500,19.6,58.3,0.44,1.7,5.07,112.6,43.7,0,50,13.3,13.4,13.5,5,69
20140913181000,19.4,59.6,0,1.3,2.98,107.9,53.5,0,50,13.5,13.5,13.5,4.8,69
20140913181500,19.3,59.9,0,1.12,2.68,61,72.6,0,50,13.5,13.6,13.7,4.7,69
20140913182000,19.3,60.3,0,0.77,3.28,130.1,30.8,0,50,13.7,13.9,13.9,4.7,69
20140913182500,19.2,60.3,0,1.45,4.48,82.2,90.8,0,40,13.5,13.7,13.9,4.7,69
20140913183000,19,60.6,0.14,1.52,4.48,79.2,70.3,0,37,13.4,13.5,13.5,4.6,69
20140913183500,19,60.8,0.14,1.3,5.07,116.5,42.7,0,35,13.4,13.4,13.4,4.6,69
20140913184000,19,60.6,0.14,1.96,5.52,97.6,60.9,0,32,13.4,13.4,13.4,4.6,69
20140913184500,18.9,60.9,0.14,1.18,3.58,46.3,86.2,0,26,13.3,13.3,13.4,4.6,69
20140913185000,18.8,61.5,0,1.06,3.43,55.6,89,0,21,13.3,13.3,13.3,4.5,69
20140913185500,18.8,62.1,0,0.79,2.53,111.5,58.8,0,16,13.3,13.3,13.3,4.4,69
20140913190000,18.6,63.4,0.14,1.99,5.67,112.1,37.4,0,11,13.2,13.3,13.3,4.2,69
20140913190500,18.6,64.5,0.29,1.44,4.17,118.7,33.9,0,8,13.2,13.2,13.3,4.1,69
20140913191000,18.5,64.8,0.14,1.44,4.48,99.2,34.8,0,5,13.2,13.2,13.2,4,69
20140913191500,18.4,65.2,0,0.76,2.38,48.8,85.9,0,2,13.2,13.2,13.2,4,69
20140913192000,18.4,65.5,0.14,1.18,5.07,342.9,73.8,0,1,13.2,13.2,13.2,3.9,69
20140913192500,18.3,65.6,0.29,1.31,2.83,0.5,67.7,0,1,13.2,13.2,13.2,3.9,69
20140913193000,18.3,65.9,0,0.85,2.24,8.7,40.1,0,1,13.2,13.2,13.2,3.9,69
20140913193500,18.1,66.2,0,1.2,3.58,99.8,79.6,0,1,13.2,13.2,13.2,3.8,69
20140913194000,18,67,0.14,1.1,2.38,90,78.1,0,1,13.2,13.2,13.2,3.7,69
20140913194500,17.9,67.5,0,0.99,3.13,106.5,50.5,0,1,13.2,13.2,13.2,3.6,69
20140913195000,17.7,67.9,0,1.16,4.62,89.4,38.5,0,1,13.2,13.2,13.2,3.6,69
20140913195500,17.6,68.5,0,0.9,2.98,82.1,37.1,0,1,13.2,13.2,13.2,3.5,69
20140913200000,17.6,69,0,0.99,3.73,110.8,38,0,1,13.2,13.2,13.2,3.4,69
20140913200500,17.5,69.5,0,1.1,3.13,71.3,39.3,0,1,13.1,13.2,13.2,3.4,69
20140913201000,17.5,69.8,0.14,1.23,2.98,46.3,86.6,0,1,13.2,13.2,13.2,3.3,69
20140913201500,17.4,70.2,0.14,0.81,2.08,32.8,51.3,0,1,13.2,13.2,13.2,3.3,69
20140913202000,17.4,70.3,0,0.87,2.68,312.1,66.3,0,1,13.2,13.2,13.2,3.3,69
20140913202500,17.4,70.4,0,0.77,3.73,318.6,42,0,1,13.2,13.2,13.2,3.2,69
20140913203000,17.2,70.7,0,1.22,4.32,319.8,74.7,0,1,13.2,13.2,13.2,3.2,69
20140913203500,17.1,71.3,0.29,1.36,4.77,37,71.9,0,1,13.2,13.2,13.2,3.1,69
20140913204000,17,71.3,0,1.37,3.73,24.3,72.4,0,1,13.2,13.2,13.2,3.1,69
20140913204500,17,71.5,0,1.63,4.17,38.5,67.8,0,1,13.2,13.2,13.2,3.1,69
20140913205000,16.9,72,0.14,1.42,4.32,28.1,67.5,0,1,13.2,13.2,13.2,3,69
20140913205500,16.8,72.5,0,1.23,3.87,98,60.5,0,1,13.2,13.2,13.2,2.9,69
20140913210000,16.8,72.8,0,1.16,3.87,44.7,69.8,0,1,13.2,13.2,13.2,2.9,69
20140913210500,16.7,72.6,0,1.3,3.58,49.6,78.8,0,1,13.1,13.2,13.2,2.9,69
20140913211000,16.7,72.6,0,1.03,3.13,105.7,80.3,0,1,13.2,13.2,13.2,2.9,69
20140913211500,16.7,72.7,0,1.21,3.73,7.6,61.6,0,1,13.2,13.2,13.2,2.9,69
20140913212000,16.7,72.6,0,1.73,3.87,44.6,74.8,0,1,13.2,13.2,13.2,2.9,69
20140913212500,16.6,72.6,0,1.18,3.28,15.1,64.5,0,1,13.2,13.2,13.2,2.9,69
20140913213000,16.7,72.6,0,0.74,2.38,18.2,33.4,0,1,13.2,13.2,13.2,2.9,69
20140913213500,16.6,72.3,0.14,1.2,3.58,35.7,62.8,0,1,13.2,13.2,13.2,3,69
20140913214000,16.5,72,0.14,1.38,3.28,3.2,72.7,0,1,13.2,13.2,13.2,3,69
20140913214500,16.5,72,0,1,2.83,3.3,46.7,0,1,13.2,13.2,13.2,3,69
20140913215000,16.4,71.9,0.74,1.82,3.58,345.4,26.2,0,1,13.2,13.2,13.2,3,69
20140913215500,16.3,72.2,0.14,1.32,3.73,331.1,29.4,0,1,13.2,13.2,13.2,2.9,69
20140913220000,16.2,71.8,0,1.31,3.43,4.7,79.4,0,1,13.2,13.2,13.2,3,69
20140913220500,16.1,71.6,0.14,1.07,3.28,331,45,0,1,13.1,13.1,13.2,3,69
20140913221000,16.1,71.2,0.14,1.54,3.73,350.2,45.8,0,1,13.2,13.2,13.2,3,69
20140913221500,16,71.8,0.14,0.98,2.38,339.9,23.2,0,1,13.1,13.2,13.2,3,69
20140913222000,16,72.5,0.14,1.05,2.98,343.6,28.5,0,1,13.1,13.2,13.2,2.9,69
20140913222500,15.8,73.1,0.14,1.41,2.98,346.3,33.2,0,1,13.1,13.2,13.2,2.8,69
20140913223000,15.8,73.3,0.14,0.94,2.24,347.9,42.3,0,1,13.1,13.2,13.2,2.8,69
20140913223500,15.8,73,0,1.33,2.98,332.7,29.7,0,1,13.1,13.2,13.2,2.8,69
20140913224000,15.7,73,0,0.95,2.53,315.2,33,0,1,13.1,13.2,13.2,2.8,69
20140913224500,15.7,73.2,0,0.66,2.08,56.2,81.8,0,1,13.1,13.2,13.2,2.8,69
20140913225000,15.6,73.4,0,0.73,3.13,328.1,25.8,0,1,13.1,13.2,13.2,2.7,69
20140913225500,15.6,73.5,0.14,0.81,2.08,328.2,18.3,0,1,13.1,13.2,13.2,2.7,69
20140913230000,15.6,73.4,0.14,1.1,2.68,333.9,48.7,0,1,13.1,13.2,13.2,2.7,69
20140913230500,15.5,73.4,0,0.82,2.83,358.8,61,0,1,13,13.1,13.2,2.7,69
20140913231000,15.5,73.6,0.29,1.16,2.68,350.2,23.1,0,1,13.1,13.1,13.2,2.7,69
20140913231500,15.4,74.5,0.44,1.25,2.53,342.2,31.5,0,1,13.1,13.1,13.2,2.6,69
20140913232000,15.3,75.4,0.44,1.88,3.73,352.5,34.1,0,1,13.1,13.1,13.2,2.5,69
20140913232500,15.2,76.1,0.59,2.09,4.77,339.1,24.6,0,1,13.1,13.1,13.2,2.4,69
20140913233000,15.1,76.4,0.44,1.58,3.73,347.3,25.6,0,1,13.1,13.1,13.1,2.4,69
20140913233500,15.1,76.7,0.14,1.51,4.77,352.3,44.8,0,1,13.1,13.2,13.2,2.4,69
20140913234000,15.1,77,0,1.11,3.73,348.4,27.4,0,1,13.2,13.2,13.2,2.3,69
20140913234500,15,77.1,0.14,1.35,3.28,346.9,27.3,0,1,13.2,13.2,13.2,2.3,69
20140913235000,15,77.2,0,1.23,3.28,341.8,22.6,0,1,13.1,13.1,13.1,2.3,69
20140913235500,14.9,77.4,0.14,0.86,2.53,339,11.3,0,1,13.1,13.1,13.1,2.3,69
20140914000000,19.4,61.4,0.14,1.43,2.83,358,49.4,0,364,13.8,13.8,13.8,4.6,72
20140914000500,19.4,60.9,0,1.05,3.28,352.8,37,0,240,13.8,13.8,13.8,4.6,72
20140914001000,19.4,61,0,1.7,5.22,352.5,39.9,0,313,13.8,13.8,13.8,4.6,72
20140914001500,19.3,61.5,0,0.8,1.79,36.2,61.4,0,196,13.8,13.8,13.9,4.5,72
20140914002000,19.3,61.4,0.74,1.83,4.03,51.1,58.5,0,222,13.8,13.9,13.9,4.5,72
20140914002500,19.5,61.2,0,1.34,3.28,41.4,76.2,0,457,13.8,13.9,13.9,4.6,72
20140914003000,19.6,61.1,0.44,1.72,4.48,26.1,70.6,0,205,13.8,13.9,13.9,4.6,72
20140914003500,19.4,61.7,0.44,1.88,3.58,351.7,51.5,0,167,13.8,13.9,13.9,4.5,72
20140914004000,19.4,61.5,0.14,1.32,4.32,337.7,40.2,0,253,13.8,13.9,13.9,4.5,72
20140914004500,19.5,61.5,0,1.42,4.32,24.1,60.8,0,154,13.8,13.9,13.9,4.6,72
20140914005000,19.5,61.3,0.29,1.88,4.62,355.4,51.3,0,194,13.9,13.9,13.9,4.6,72
20140914005500,19.4,61.3,0.74,2.26,4.48,9.2,62.6,0,149,13.9,13.9,13.9,4.6,72
20140914010000,19.3,62.4,0.44,1.91,3.73,350.3,51.5,0,155,13.9,13.9,13.9,4.4,72
20140914010500,19.5,62.3,0,0.65,1.79,172,80.5,0,181,13.6,13.9,13.9,4.5,72
20140914011000,19.6,61.4,0.44,1.65,4.32,338,61.2,0,176,13.9,13.9,13.9,4.6,72
20140914011500,19.5,61.3,0.29,1.28,4.17,334.5,35.8,0,94,13.8,13.9,13.9,4.6,72
20140914012000,19.4,61.9,0.14,0.91,2.24,17,52.8,0,37,13.7,13.7,13.8,4.5,72
20140914012500,19.3,63,0,0.9,2.24,348.2,26,0,25,13.5,13.6,13.7,4.3,72
20140914013000,19.2,64.4,0,1.11,3.28,357.9,58,0,46,13.6,13.7,13.9,4.2,72
20140914013500,19.1,64.3,0,1.33,3.43,25,50.7,0,81,13.9,13.9,13.9,4.2,72
20140914014000,19.2,63.4,0.29,1.87,4.03,70.3,58.5,0,107,13.9,13.9,13.9,4.3,72
20140914014500,19.2,63,0.59,2.05,4.62,358.4,72.9,0,146,13.9,13.9,13.9,4.3,72
20140914015000,19.2,63,0,1.26,3.43,5.7,58,0,202,13.9,13.9,13.9,4.3,72
20140914015500,19.3,62.8,0.14,2.01,4.77,347.8,40.2,0,233,13.9,13.9,13.9,4.4,72
20140914020000,19.5,62.6,0,1.13,4.03,12.1,51.7,0,287,13.9,13.9,13.9,4.4,72
20140914020500,19.7,61.5,0.14,1.53,3.13,5.7,82.8,0,510,13.9,13.9,13.9,4.6,72
20140914021000,20,60.8,0.14,1.35,3.58,339.3,51.5,0,687,13.9,13.9,13.9,4.7,72
20140914021500,20.1,60.7,0.14,1.67,3.43,341.3,36.2,0,712,13.8,13.9,13.9,4.7,72
20140914022000,20.3,59.6,0.29,2.06,5.67,345.4,37,0,664,13.8,13.8,13.8,4.9,72
20140914022500,20.2,59.8,0.29,1.9,5.67,345.9,30.2,0,153,13.8,13.8,13.8,4.9,72
20140914023000,19.9,60.3,0.14,1.19,2.68,334.1,75.8,0,92,13.8,13.8,13.8,4.8,72
20140914023500,19.9,60.6,0,1.53,3.87,356.3,42.8,0,64,13.8,13.8,13.8,4.7,72
20140914024000,19.8,61.1,0.14,1.22,3.58,354.5,56.4,0,51,13.8,13.8,13.8,4.7,72
20140914024500,19.8,60.5,0.14,1.24,3.58,349.3,44.4,0,84,13.8,13.8,13.9,4.7,72
20140914025000,19.6,61.5,0.14,1.63,4.92,349.9,53.2,0,126,13.8,13.9,13.9,4.6,72
20140914025500,19.7,61.1,0,1.12,2.98,348.8,30.2,0,360,13.9,13.9,13.9,4.6,72
20140914030000,20,60.1,0.44,1.79,3.87,359.5,44.7,0,597,13.9,13.9,13.9,4.8,72
20140914030500,20.2,59.2,0.29,1.74,4.03,346.6,36.8,0,654,13.8,13.8,13.9,5,72
20140914031000,20.7,56.7,0,1.3,4.62,16.1,66.5,0,413,13.8,13.8,13.8,5.4,72
20140914031500,20.9,55,0.14,1.32,3.73,353.7,34.3,0,121,13.8,13.8,13.8,5.6,72
20140914032000,20.4,56.8,0.59,2.36,6.27,342.7,31.5,0,126,13.8,13.8,13.8,5.3,72
20140914032500,20.1,57.1,0.14,2.22,4.77,343.3,38.5,0,165,13.8,13.8,13.8,5.2,72
20140914033000,20.3,55.9,0,1.35,3.58,339.5,71.8,0,231,13.8,13.8,13.9,5.4,72
20140914033500,20.4,56,0,1.29,3.28,61.5,70.4,0,332,13.8,13.8,13.9,5.4,72
20140914034000,20.5,54.5,0.59,1.76,3.87,15.5,69.9,0,243,13.8,13.8,13.9,5.6,72
20140914034500,20,57.8,0.29,2.35,5.67,349.5,35.1,0,86,13.8,13.8,13.8,5.1,72
20140914035000,19.7,59.5,0.59,1.91,4.03,348.7,38.8,0,175,13.8,13.8,13.9,4.8,72
20140914035500,19.7,59.7,0.44,1.93,3.73,19.2,58.3,0,210,13.8,13.9,13.9,4.8,72
20140914040000,19.6,60.5,0.44,1.44,3.43,354.1,59.8,0,215,13.9,13.9,13.9,4.7,72
20140914040500,19.7,60.9,0.14,1.53,4.77,344.6,38.6,0,300,13.9,13.9,13.9,4.7,72
20140914041000,19.7,61,0.29,2,4.03,342.1,30.6,0,192,13.8,13.9,13.9,4.7,72
20140914041500,19.4,61,0.14,1.73,4.62,359.5,52.7,0,164,13.9,13.9,13.9,4.6,72
20140914042000,19.5,59.9,0.29,1.61,3.87,1.3,49.1,0,164,13.9,13.9,13.9,4.8,72
20140914042500,19.6,60.1,0.44,1.64,4.17,0.9,53.6,0,260,13.9,13.9,13.9,4.8,72
20140914043000,19.6,60.4,0,1.35,4.77,354.7,47.9,0,307,13.9,13.9,13.9,4.7,72
20140914043500,19.6,60.5,0.14,1.16,2.68,3.9,49.1,0,293,13.8,13.9,13.9,4.7,72
20140914044000,19.8,60.1,0.29,1.23,3.43,27,75.6,0,293,13.8,13.8,13.9,4.8,72
20140914044500,19.8,60.7,0.44,1.56,4.17,355.4,58.4,0,313,13.8,13.8,13.8,4.7,72
20140914045000,19.7,61.8,0.29,1.34,3.43,27,80.1,0,66,13.5,13.8,13.8,4.5,72
20140914045500,19.7,62.2,0,1.19,4.32,294.9,76.6,0,53,13.5,13.5,13.6,4.5,72
20140914050000,19.5,60.6,0.29,1.52,4.17,69.1,57.5,0,71,13.6,13.8,13.9,4.7,72
20140914050500,19.5,59.7,0.14,1.69,4.48,356.9,44.8,0,194,13.4,13.8,13.9,4.8,72
20140914051000,19.6,60,0,1.74,4.32,29.5,60.4,0,199,13.9,13.9,13.9,4.8,72
20140914051500,19.6,60.4,0.14,1.59,3.43,13,65.6,0,136,13.9,13.9,13.9,4.7,72
20140914052000,19.5,60.4,0.14,1.87,4.92,3.6,68.4,0,89,13.8,13.9,13.9,4.7,72
20140914052500,19.4,59.6,0.14,1.73,4.62,53.4,70.5,0,110,13.9,13.9,13.9,4.8,72
20140914053000,19.5,59.3,0.29,1.13,2.53,71,79.8,0,111,13.9,13.9,13.9,4.8,72
20140914053500,19.6,59.2,0.14,1.49,3.73,0.9,57,0,112,13.9,13.9,13.9,4.9,72
20140914054000,19.6,59.5,0.29,1.61,3.73,58.2,81.6,0,129,13.9,13.9,13.9,4.8,72
20140914054500,19.4,59,0,1.17,4.03,63.1,58.7,0,70,13.9,13.9,13.9,4.9,72
20140914055000,19.4,58.6,0,1.02,3.73,36,81.5,0,62,13.6,13.9,13.9,4.9,72
20140914055500,19.3,58.9,0,1.06,3.87,57.4,69.5,0,70,13.9,13.9,13.9,4.9,72
20140914060000,19.2,59.8,0,1.44,4.77,76.6,91,0,83,13.9,13.9,13.9,4.7,72
20140914060500,19.2,60.5,0.14,1.36,3.87,68.3,90.2,0,122,13.4,13.8,13.9,4.7,72
20140914061000,19.2,61.3,0.29,2.25,5.07,109,49.4,0,86,13.9,13.9,13.9,4.5,72
20140914061500,19.2,62.4,0,1.14,3.87,64.6,72.6,0,64,13.9,13.9,13.9,4.4,72
20140914062000,19.1,63.6,0.14,1.42,4.32,52.1,74.1,0,47,13.6,13.8,13.9,4.2,72
20140914062500,18.9,64.6,0.14,1.46,4.03,80.8,67.8,0,35,13.5,13.5,13.6,4.1,72
20140914063000,18.8,65.2,0,1.36,4.32,20.6,49.6,0,34,13.4,13.4,13.5,4,72
20140914063500,18.8,64.6,0,1.09,3.13,355.7,50.4,0,32,13.4,13.4,13.4,4.1,72
20140914064000,18.7,63.4,0,1.09,2.83,31.1,95.6,0,30,13.3,13.4,13.4,4.2,72
20140914064500,18.6,63.5,0,1.27,3.58,25.3,77.7,0,27,13.3,13.3,13.3,4.2,72
20140914065000,18.6,63.9,0.14,0.96,3.58,342.9,59.6,0,23,13.3,13.3,13.3,4.1,72
