Date,Time,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m²),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC)
27/09/2014,20:30:00,19.3,69.9,0,0.48,1.63,144.8,18.6,0,1,13.2,13.2,13.2,3.5
27/09/2014,20:35:00,19.1,70.2,0,0.54,1.49,114.6,3.2,0,1,13.2,13.2,13.2,3.4
27/09/2014,20:40:00,19.1,70.4,0,0.43,0.89,113.2,0,0,1,13.2,13.2,13.2,3.4
27/09/2014,20:45:00,19.2,70,0,0.43,1.63,124.9,10.1,0,1,13.2,13.2,13.2,3.5
27/09/2014,20:50:00,19.2,70.1,0,0.21,0.74,133.3,0,0,1,13.2,13.2,13.2,3.4
27/09/2014,20:55:00,19.2,70.1,0,0.2,1.19,133.3,0,0,1,13.2,13.2,13.2,3.4
27/09/2014,21:00:00,19.2,70.2,0,0.26,1.34,133.3,0,0,1,13.2,13.2,13.2,3.4
27/09/2014,21:05:00,19.2,70.2,0,0.3,0.89,133.3,0,0,1,13.1,13.2,13.2,3.4
27/09/2014,21:10:00,19.1,70.4,0,0.27,0.89,133.3,0,0,1,13.2,13.2,13.2,3.4
27/09/2014,21:15:00,19.1,70.8,0,0.14,0.59,133.3,0,0,1,13.2,13.2,13.2,3.4
27/09/2014,21:20:00,19.1,71,0,0.22,0.74,133.3,0,0,1,13.2,13.2,13.2,3.3
27/09/2014,21:25:00,19,71,0,0.07,0.44,133.3,0,0,1,13.2,13.2,13.2,3.3
27/09/2014,21:30:00,19,71,0,0.28,1.04,133.3,0,0,1,13.2,13.2,13.2,3.3
27/09/2014,21:35:00,19.1,70.4,0,0.49,1.04,133.3,0,0,1,13.2,13.2,13.2,3.4
27/09/2014,21:40:00,19.1,70.3,0,0.61,1.34,132.9,0,0,1,13.2,13.2,13.2,3.4
27/09/2014,21:45:00,19.1,70,0,0.39,1.04,132.3,2,0,1,13.2,13.2,13.2,3.4
27/09/2014,21:50:00,19.1,69.4,0,0.21,1.04,144.2,15.9,0,1,13.2,13.2,13.2,3.5
27/09/2014,21:55:00,19.1,68.4,0,0.58,1.63,164,0,0,1,13.2,13.2,13.2,3.6
27/09/2014,22:00:00,19.1,67.9,0,0.18,0.59,161.4,0,0,1,13.2,13.2,13.2,3.7
27/09/2014,22:05:00,19,68.1,0,0.29,1.19,161.2,0,0,1,13.1,13.2,13.2,3.7
27/09/2014,22:10:00,19,68,0,0.67,1.63,134.2,19.3,0,1,13.2,13.2,13.2,3.7
27/09/2014,22:15:00,18.9,68.4,0,0.54,1.49,146.7,0,0,1,13.2,13.2,13.2,3.6
27/09/2014,22:20:00,18.8,68.6,0,0.47,1.34,147.2,0,0,1,13.2,13.2,13.2,3.6
27/09/2014,22:25:00,18.7,69,0,0.23,1.04,147,0,0,1,13.2,13.2,13.2,3.5
27/09/2014,22:30:00,18.7,69.7,0,0.33,1.34,146.9,0,0,1,13.2,13.2,13.2,3.4
27/09/2014,22:35:00,18.6,70.5,0,0.45,1.04,146.7,0,0,1,13.1,13.2,13.2,3.3
27/09/2014,22:40:00,18.5,71.1,0,0.34,1.04,146.7,0,0,1,13.2,13.2,13.2,3.3
27/09/2014,22:45:00,18.5,71.4,0,0.36,0.89,146.8,0,0,1,13.2,13.2,13.2,3.2
27/09/2014,22:50:00,18.5,71.7,0.14,0.54,1.04,146.6,0,0,1,13.2,13.2,13.2,3.2
27/09/2014,22:55:00,18.4,72.2,0,0.6,1.04,146.6,0,0,1,13.1,13.2,13.2,3.1
27/09/2014,23:00:00,18.4,72.7,0,0.53,1.34,143.6,0,0,1,13.2,13.2,13.2,3.1
27/09/2014,23:05:00,18.4,73.2,0,0.48,1.19,142.4,1.4,0,1,13.1,13.1,13.2,3
27/09/2014,23:10:00,18.4,73.4,0,0.25,0.89,142.4,1.4,0,1,13.2,13.2,13.2,3
27/09/2014,23:15:00,18.3,73.7,0,0.56,1.34,142.4,1.4,0,1,13.1,13.2,13.2,2.9
27/09/2014,23:20:00,18.4,74,0,0.4,0.89,142.4,1.4,0,1,13.2,13.2,13.2,2.9
27/09/2014,23:25:00,18.2,74.5,0,0.56,1.49,142.4,1.4,0,1,13.1,13.2,13.2,2.8
27/09/2014,23:30:00,18.2,75,0,0.31,0.89,142.4,1.4,0,1,13.1,13.1,13.2,2.8
27/09/2014,23:35:00,18.1,75.3,0,0.22,0.59,142.4,1.4,0,1,13.2,13.2,13.2,2.7
27/09/2014,23:40:00,18,75.8,0,0.13,0.74,142.4,1.4,0,1,13.2,13.2,13.2,2.7
27/09/2014,23:45:00,17.9,76.5,0,0.07,0.59,142.4,1.4,0,1,13.2,13.2,13.2,2.6
27/09/2014,23:50:00,17.9,77.1,0,0.05,0.59,142.4,1.4,0,1,13.1,13.1,13.1,2.5
27/09/2014,23:55:00,17.9,77.6,0,0.08,0.44,142.4,1.4,0,1,13.1,13.1,13.1,2.5
28/09/2014,00:00:00,17.8,77.9,0,0.05,0.44,142.4,1.4,0,1,13.1,13.1,13.1,2.4
28/09/2014,00:05:00,17.8,78.3,0,0.28,1.04,142.4,1.4,0,1,13,13.1,13.1,2.4
28/09/2014,00:10:00,17.8,78.3,0,0.44,1.49,142.4,1.4,0,1,13.1,13.1,13.1,2.4
28/09/2014,00:15:00,17.7,78.5,0,0.61,1.49,125.9,18.1,0,1,13.1,13.1,13.1,2.3
28/09/2014,00:20:00,17.7,79,0,0.76,2.24,119.5,6.3,0,1,13.1,13.1,13.1,2.3
28/09/2014,00:25:00,17.7,79.3,0.14,0.98,2.08,126.1,8.3,0,1,13.1,13.1,13.1,2.2
28/09/2014,00:30:00,17.6,79.8,0,0.58,1.93,137.1,0,0,1,13.1,13.1,13.1,2.2
28/09/2014,00:35:00,17.6,79.9,0,0.25,0.89,139,0,0,1,13.1,13.1,13.1,2.2
28/09/2014,00:40:00,17.6,79.9,0,0.34,1.04,138.8,0,0,1,13.1,13.1,13.1,2.2
28/09/2014,00:45:00,17.5,80.4,0,0.51,1.63,76.3,25,0,1,13.1,13.1,13.1,2.1
28/09/2014,00:50:00,17.5,80.5,0,1,2.08,136.8,9,0,1,13.1,13.1,13.1,2.1
28/09/2014,00:55:00,17.5,80.4,0.44,1.33,2.38,122.3,6.6,0,1,13.1,13.1,13.1,2.1
28/09/2014,01:00:00,17.5,80.4,0,0.4,1.49,130.7,7.6,0,1,13.1,13.1,13.1,2.1
28/09/2014,01:05:00,17.5,80.2,0,0.14,1.04,135.9,1.2,0,1,13,13.1,13.1,2.1
28/09/2014,01:10:00,17.5,80.4,0,0.17,0.89,135.6,0,0,1,13.1,13.1,13.1,2.1
28/09/2014,01:15:00,17.5,80.7,0,0.17,1.04,135.6,0,0,1,13.1,13.1,13.1,2.1
28/09/2014,01:20:00,17.5,80.7,0,0.23,1.34,120.9,75.8,0,1,13.1,13.1,13.1,2.1
28/09/2014,01:25:00,17.5,81.1,0,0.32,1.04,120.4,3.2,0,1,13.1,13.1,13.1,2
28/09/2014,01:30:00,17.5,81.3,0,0.23,0.89,120.5,1.9,0,1,13.1,13.1,13.1,2
28/09/2014,01:35:00,17.4,80.9,0,0.52,2.53,117.1,11.4,0,1,13.1,13.1,13.1,2.1
28/09/2014,01:40:00,17.4,80.1,0,0.49,1.93,117.7,2.6,0,1,13.1,13.1,13.1,2.1
28/09/2014,01:45:00,17.4,79.5,0,0.37,1.19,151.4,12,0,1,13.1,13.1,13.1,2.2
28/09/2014,01:50:00,17.5,78.8,0,0.4,1.34,137.1,28,0,1,13.1,13.1,13.1,2.3
28/09/2014,01:55:00,17.5,78.5,0,0.26,1.19,110.3,1.9,0,1,13.1,13.1,13.1,2.3
28/09/2014,02:00:00,17.5,78.1,0,0.38,1.79,110.1,0.7,0,1,13.1,13.1,13.1,2.4
28/09/2014,02:05:00,17.5,77.9,0,0.15,0.74,109.4,1.5,0,1,13,13.1,13.1,2.4
28/09/2014,02:10:00,17.5,77.9,0,0.05,0.59,109.4,1.5,0,1,13.1,13.1,13.1,2.4
28/09/2014,02:15:00,17.6,77.9,0,0.15,0.74,109.4,1.5,0,1,13.1,13.1,13.1,2.4
28/09/2014,02:20:00,17.5,77.6,0,0.19,0.74,109.4,1.5,0,1,13.1,13.1,13.1,2.4
28/09/2014,02:25:00,17.6,77.6,0,0.09,0.44,109.4,1.5,0,1,13.1,13.1,13.1,2.4
28/09/2014,02:30:00,17.7,77.4,0,0.04,0.59,109.4,1.5,0,1,13.1,13.1,13.1,2.5
28/09/2014,02:35:00,17.6,77.2,0,0.29,1.04,109.6,2.4,0,1,13.1,13.1,13.1,2.5
28/09/2014,02:40:00,17.7,76.5,0,0.49,1.79,117.2,12.4,0,1,13.1,13.1,13.1,2.6
28/09/2014,02:45:00,17.7,75.5,0,0.47,1.19,133.8,0.9,0,1,13.1,13.1,13.1,2.7
28/09/2014,02:50:00,17.8,75,0,0.43,1.34,127.3,3.9,0,1,13.1,13.1,13.1,2.7
28/09/2014,02:55:00,17.8,75.2,0,0.5,1.49,124.4,0,0,1,13.1,13.1,13.1,2.7
28/09/2014,03:00:00,17.8,75.6,0,0.29,0.89,124.4,0,0,1,13.1,13.1,13.1,2.7
28/09/2014,03:05:00,17.7,75.9,0,0.15,0.74,124.4,0,0,1,13,13.1,13.1,2.6
28/09/2014,03:10:00,17.7,75.8,0,0.2,0.74,124.4,0,0,1,13.1,13.1,13.1,2.6
28/09/2014,03:15:00,17.7,75.8,0,0.16,0.74,124.4,0,0,1,13.1,13.1,13.1,2.6
28/09/2014,03:20:00,17.7,75.8,0,0.1,0.74,124.4,0,0,1,13.1,13.1,13.1,2.6
28/09/2014,03:25:00,17.7,75.6,0,0.61,2.08,113,25.1,0,1,13.1,13.1,13.1,2.7
28/09/2014,03:30:00,17.6,75.2,0,0.7,2.98,107.4,17.2,0,1,13.1,13.1,13.1,2.7
28/09/2014,03:35:00,17.6,75.5,0,0.28,1.34,104,6.1,0,1,13.1,13.1,13.1,2.7
28/09/2014,03:40:00,17.5,76,0,0.3,0.89,53.4,27.3,0,1,13.1,13.1,13.1,2.6
28/09/2014,03:45:00,17.5,76.6,0,0.27,1.19,15.6,19.7,0,1,13.1,13.1,13.1,2.5
28/09/2014,03:50:00,17.5,77.2,0,0.29,0.89,353.9,3.8,0,1,13.1,13.1,13.1,2.5
28/09/2014,03:55:00,17.5,77.3,0,0.3,1.04,333.4,15.7,0,1,13.1,13.1,13.1,2.5
28/09/2014,04:00:00,17.5,77.5,0,0.37,1.34,11.6,23.8,0,1,13.1,13.1,13.1,2.4
28/09/2014,04:05:00,17.5,77.6,0,0.1,0.59,19.3,4.3,0,1,12.9,13,13.1,2.4
28/09/2014,04:10:00,17.5,78.2,0,0.42,1.34,26,22.5,0,1,13.1,13.1,13.1,2.4
28/09/2014,04:15:00,17.5,78.7,0,0.22,0.74,96.9,2.1,0,1,13.1,13.1,13.1,2.3
28/09/2014,04:20:00,17.5,79,0,0.2,0.89,96.8,2.4,0,1,13.1,13.1,13.1,2.3
28/09/2014,04:25:00,17.5,78.9,0,0.09,0.44,96.8,2.4,0,1,13.1,13.1,13.1,2.3
28/09/2014,04:30:00,17.5,79.1,0,0.18,0.89,96.8,2.4,0,1,13,13,13.1,2.3
28/09/2014,04:35:00,17.5,79.2,0,0.25,1.04,96.8,2.4,0,1,13,13,13.1,2.2
28/09/2014,04:40:00,17.5,79.5,0,0.27,0.89,78,12,0,1,13,13,13.1,2.2
28/09/2014,04:45:00,17.5,79.3,0,0.47,1.04,50,5.6,0,1,13,13,13.1,2.2
28/09/2014,04:50:00,17.5,79.4,0,0.17,0.89,48.7,4,0,1,13,13,13.1,2.2
28/09/2014,04:55:00,17.5,79.4,0,0.44,1.79,55.7,44.5,0,1,13,13,13.1,2.2
28/09/2014,05:00:00,17.5,78.9,0,0.28,1.34,277.2,44.7,0,1,13,13,13.1,2.3
28/09/2014,05:05:00,17.5,78.7,0,0.23,0.74,277.2,0,0,1,12.9,13,13,2.3
28/09/2014,05:10:00,17.5,78.5,0,0.17,0.74,277.3,0,0,1,13,13,13,2.3
28/09/2014,05:15:00,17.5,79.4,0,0.59,1.34,304.8,5.2,0,1,13,13,13,2.2
28/09/2014,05:20:00,17.4,80.7,0,0.55,1.34,305.9,1.3,0,1,13,13,13,2.1
28/09/2014,05:25:00,17.3,81.2,0,0.34,0.89,305.9,1.3,0,1,13,13,13,2
28/09/2014,05:30:00,17.2,81.7,0,0.73,1.34,305.9,1.3,0,1,13,13,13,2
28/09/2014,05:35:00,17.1,82.3,0,0.51,1.34,307.3,2.7,0,1,13,13,13,1.9
28/09/2014,05:40:00,17.1,82.7,0,0.44,1.04,311.4,2.8,0,1,13,13,13,1.8
28/09/2014,05:45:00,17,82.9,0,0.3,1.04,311.3,2.6,0,1,13,13,13,1.8
28/09/2014,05:50:00,17,83.2,0,0.26,0.74,311.4,2.8,0,1,13,13,13,1.8
28/09/2014,05:55:00,16.9,83.3,0,0.03,0.29,311.4,2.8,0,1,13,13,13,1.8
28/09/2014,06:00:00,16.9,83.4,0,0.08,0.44,311.4,2.8,0,1,13,13,13,1.7
28/09/2014,06:05:00,16.9,83.4,0,0.11,0.44,311.4,2.8,0,1,12.8,13,13,1.7
28/09/2014,06:10:00,17,83.4,0,0.13,0.59,311.4,2.8,0,1,13,13,13,1.8
28/09/2014,06:15:00,17,83.4,0,0.28,0.89,311.4,2.8,0,1,13,13,13,1.8
28/09/2014,06:20:00,17,83.6,0,0.34,1.63,8.1,86.2,0,1,13,13,13,1.7
28/09/2014,06:25:00,16.9,83.8,0,0.22,1.04,102.3,1.6,0,1,13,13,13,1.7
28/09/2014,06:30:00,16.9,84.2,0,0.27,1.19,91.6,54.9,0,1,13,13,13,1.7
28/09/2014,06:35:00,16.9,84.6,0,0.4,1.49,27.4,31.9,0,1,12.9,13,13,1.6
28/09/2014,06:40:00,16.8,85,0,0.26,0.74,217.8,46,0,1,12.9,13,13,1.6
28/09/2014,06:45:00,16.8,85.3,0,0.23,0.89,222.1,0,0,1,12.9,13,13,1.5
28/09/2014,06:50:00,16.8,85.6,0,0.32,1.34,281.9,91.3,0,1,12.9,13,13,1.5
28/09/2014,06:55:00,16.8,85.9,0,0.38,1.63,92.1,23,0,1,12.9,13,13,1.5
28/09/2014,07:00:00,16.7,86,0,0.33,1.34,49.9,23.3,0,1,12.9,13,13,1.5
28/09/2014,07:05:00,16.8,86.1,0,0.1,0.59,11.8,1.9,0,3,12.8,12.9,13,1.5
28/09/2014,07:10:00,16.8,86.2,0,0.22,1.04,11.8,4,0,8,12.9,12.9,12.9,1.4
28/09/2014,07:15:00,16.8,86.4,0,0.17,1.19,12.5,3.5,0,14,12.9,13,13,1.4
28/09/2014,07:20:00,16.8,86.5,0,0.09,0.74,12.8,4.1,0,21,13,13,13,1.4
28/09/2014,07:25:00,16.8,86.6,0,0.18,0.89,4,7,0,25,13,13,13,1.4
28/09/2014,07:30:00,16.8,86.6,0,0.18,0.74,0.7,3.5,0,31,13,13,13,1.4
28/09/2014,07:35:00,16.8,86.6,0,0.25,1.34,0.7,3.5,0,38,13,13,13.1,1.4
28/09/2014,07:40:00,16.9,86.5,0,0.07,0.44,0.7,3.5,0,42,13,13,13.1,1.4
28/09/2014,07:45:00,17,86.5,0,0.26,1.34,41.8,45.9,0,44,13.1,13.1,13.1,1.4
28/09/2014,07:50:00,17,86.5,0,0.2,1.04,86.3,3.5,0,44,13.1,13.1,13.1,1.4
28/09/2014,07:55:00,17,86.6,0,0.27,1.19,91,8.7,0,48,13.1,13.1,13.1,1.4
28/09/2014,08:00:00,17.1,86.6,0,0.1,0.44,104.8,1.4,0,61,13.1,13.1,13.2,1.4
28/09/2014,08:05:00,17.1,86.5,0,0.18,0.74,105,2.8,0,53,13.1,13.1,13.2,1.4
28/09/2014,08:10:00,17.1,86.5,0,0.23,1.49,113.3,14.8,0,56,13.2,13.2,13.2,1.4
28/09/2014,08:15:00,17.1,86.4,0,0.23,0.89,141,0,0,65,13.2,13.2,13.3,1.4
28/09/2014,08:20:00,17.2,86.2,0,0.15,0.59,141,0,0,86,13.3,13.4,13.5,1.5
28/09/2014,08:25:00,17.4,85.7,0,0.16,1.04,141.3,0,0,121,13.5,13.6,13.8,1.5
28/09/2014,08:30:00,17.5,85,0,0.15,0.59,141.4,0,0,134,13.7,13.8,13.9,1.6
28/09/2014,08:35:00,17.7,84,0,0.19,0.74,141.6,0,0,148,13.8,13.8,13.9,1.7
28/09/2014,08:40:00,17.8,83.3,0,0.17,0.59,141.7,1.8,0,135,13.8,13.8,13.9,1.8
28/09/2014,08:45:00,17.7,83.1,0,0.26,1.04,69,44.5,0,123,13.7,13.8,13.8,1.8
28/09/2014,08:50:00,17.9,82.8,0,0.11,0.44,46,3.2,0,188,13.8,13.9,14,1.9
28/09/2014,08:55:00,18,81.7,0,0.25,0.74,45.9,4.4,0,185,13.9,13.9,13.9,2
28/09/2014,09:00:00,18.1,80.8,0,0.43,1.34,77.3,45.9,0,201,13.9,13.9,13.9,2.1
28/09/2014,09:05:00,18.1,80.5,0,0.45,1.34,82.8,75,0,223,13.8,13.9,13.9,2.1
28/09/2014,09:10:00,18.2,80,0,0.28,1.49,3.6,16.2,0,197,13.9,13.9,13.9,2.2
28/09/2014,09:15:00,18.4,79.4,0,0.33,1.79,119.8,62.6,0,182,13.8,13.9,13.9,2.3
28/09/2014,09:20:00,18.6,78.5,0,0.32,1.04,128.8,3,0,238,13.8,13.9,13.9,2.4
28/09/2014,09:25:00,18.5,78.1,0,0.41,1.34,84.3,54.6,0,223,13.8,13.9,13.9,2.4
28/09/2014,09:30:00,18.3,79,0,0.49,1.49,9.4,27.2,0,175,13.8,13.8,13.9,2.3
28/09/2014,09:35:00,18.3,79.5,0,0.41,1.19,348.8,9.7,0,218,13.8,13.9,13.9,2.3
28/09/2014,09:40:00,18.3,79.2,0,0.48,1.93,357.6,32.3,0,213,13.8,13.9,13.9,2.3
28/09/2014,09:45:00,18.5,78.8,0,0.44,1.19,357.9,80.4,0,224,13.8,13.9,13.9,2.4
28/09/2014,09:50:00,18.2,79.2,0,0.58,1.49,346.4,63.8,0,203,13.8,13.8,13.9,2.3
28/09/2014,09:55:00,17.9,80.3,0,0.92,2.24,350.5,33.3,0,205,13.8,13.8,13.9,2.1
28/09/2014,10:00:00,17.8,81.5,0,0.61,1.49,31.5,48.4,0,289,13.8,13.8,13.9,2
28/09/2014,10:05:00,18.3,80,0,0.54,1.93,7.1,8.2,0,359,13.8,13.8,13.8,2.2
28/09/2014,10:10:00,18.6,78.2,0,0.7,2.24,15.7,28.6,0,371,13.8,13.8,13.8,2.4
28/09/2014,10:15:00,18.8,77.5,0,0.8,1.79,99.5,51.5,0,372,13.8,13.8,13.8,2.5
28/09/2014,10:20:00,18.7,76.9,0,0.89,2.08,46.6,37.3,0,388,13.8,13.8,13.8,2.6
28/09/2014,10:25:00,18.9,76.9,0,0.75,2.38,81.6,44.7,0,396,13.8,13.8,13.8,2.6
28/09/2014,10:30:00,18.8,76.6,0,0.97,2.53,338.5,26.2,0,414,13.8,13.8,13.8,2.6
28/09/2014,10:35:00,19,77,0,0.51,1.79,355.3,28.6,0,416,13.8,13.8,13.8,2.6
28/09/2014,10:40:00,19.3,75,0.14,0.78,1.79,46.5,66.9,0,403,13.8,13.8,13.8,2.9
28/09/2014,10:45:00,19.5,73.6,0,0.65,1.63,15.8,58.3,0,455,13.8,13.8,13.8,3
28/09/2014,10:50:00,19.6,73.1,0,0.81,2.24,31.6,49.9,0,432,13.8,13.8,13.8,3.1
28/09/2014,10:55:00,19.4,73.7,0,0.62,2.24,72.8,76.6,0,440,13.8,13.8,13.8,3
28/09/2014,11:00:00,19.7,72.1,0.29,1.02,2.08,50.8,40,0,451,13.8,13.8,13.8,3.2
28/09/2014,11:05:00,19.7,72.3,0.14,0.79,2.24,353.8,42.5,0,443,13.8,13.8,13.8,3.2
28/09/2014,11:10:00,20.1,71.2,0,0.61,1.49,297.4,17.5,0,456,13.8,13.8,13.8,3.4
28/09/2014,11:15:00,20.3,69.6,0,0.87,2.38,10.4,87.8,0,474,13.8,13.8,13.8,3.6
28/09/2014,11:20:00,20.1,69.5,0,0.82,1.93,19.3,44.3,0,498,13.8,13.8,13.8,3.6
28/09/2014,11:25:00,20.2,69.7,0,0.66,1.93,63.1,52.1,0,494,13.8,13.8,13.8,3.6
28/09/2014,11:30:00,20.5,69,0,0.65,1.49,353.7,43.3,0,518,13.8,13.8,13.8,3.7
28/09/2014,11:35:00,20.6,68.6,0,0.56,1.93,314.9,29.5,0,502,13.8,13.8,13.8,3.8
28/09/2014,11:40:00,21.4,66.4,0,0.35,1.04,300.5,0,0,488,13.8,13.8,13.8,4.1
28/09/2014,11:45:00,21.3,65.4,0,0.68,1.79,351.7,31.8,0,473,13.7,13.8,13.8,4.3
28/09/2014,11:50:00,21.1,65.8,0.14,1.21,3.43,65.7,88.1,0,525,13.7,13.8,13.8,4.2
28/09/2014,11:55:00,21.1,65.9,0.29,1.24,2.53,125.2,59,0,507,13.7,13.7,13.8,4.2
28/09/2014,12:00:00,21.2,65.2,0,1.03,2.98,1.3,41.2,0,513,13.7,13.7,13.8,4.3
28/09/2014,12:05:00,21.3,65,0,0.77,1.93,75.3,47,0,505,13.7,13.7,13.8,4.3
28/09/2014,12:10:00,21.1,65.6,0,1.1,2.68,53,55.9,0,499,13.7,13.7,13.8,4.2
28/09/2014,12:15:00,21,65.7,0.14,1.08,2.98,355.6,64.9,0,496,13.7,13.8,13.8,4.2
28/09/2014,12:20:00,21.2,64.3,0,0.77,1.63,6.1,70.7,0,583,13.7,13.8,13.8,4.4
28/09/2014,12:25:00,21.6,63.2,0,0.74,1.79,24.8,47.1,0,553,13.7,13.8,13.8,4.6
28/09/2014,12:30:00,21.7,62.3,0.14,1.23,2.68,92.2,47,0,563,13.7,13.7,13.8,4.7
28/09/2014,12:35:00,21.8,61.8,0.14,1.24,3.28,56.6,66.8,0,546,13.7,13.7,13.7,4.8
28/09/2014,12:40:00,21.8,61.4,0,1.08,2.68,348.7,39.4,0,559,13.7,13.7,13.7,4.9
28/09/2014,12:45:00,21.9,60.8,0,0.94,2.68,13.5,53.2,0,573,13.7,13.7,13.7,5
28/09/2014,12:50:00,22.4,59.7,0,0.83,1.93,44.2,39.1,0,476,13.7,13.7,13.7,5.2
28/09/2014,12:55:00,22.3,59.2,0,1.4,3.13,84.8,51.2,0,487,13.7,13.7,13.7,5.2
28/09/2014,13:00:00,22,59.6,0,0.96,2.98,321.8,90.8,0,475,13.7,13.7,13.7,5.1
28/09/2014,13:05:00,22.1,58.6,0.14,1.15,2.53,7.3,54.2,0,447,13.7,13.7,13.7,5.3
28/09/2014,13:10:00,22.1,58.5,0,0.68,2.68,322.6,25.3,0,392,13.7,13.7,13.7,5.3
28/09/2014,13:15:00,22.4,57.5,0,0.89,1.93,108.8,70.8,0,417,13.7,13.7,13.8,5.5
28/09/2014,13:20:00,22.6,56.6,0,0.76,2.08,31,55.5,0,447,13.7,13.7,13.8,5.7
28/09/2014,13:25:00,22.7,56.1,0,0.63,2.38,347.6,27.1,0,514,13.7,13.7,13.8,5.7
28/09/2014,13:30:00,22.7,55.6,0.14,1.68,4.32,122.5,26.5,0,547,13.7,13.7,13.7,5.8
28/09/2014,13:35:00,22.6,55.8,0,1.28,3.43,100.3,23.5,0,427,13.7,13.7,13.7,5.8
28/09/2014,13:40:00,22.7,55.2,0.14,1.4,3.28,114,20.1,0,331,13.7,13.7,13.7,5.9
28/09/2014,13:45:00,22.8,55.1,0,0.61,1.93,65.6,23.3,0,491,13.7,13.7,13.8,5.9
28/09/2014,13:50:00,23.1,54,0.14,1.03,2.68,116,31.9,0,584,13.7,13.7,13.7,6.1
28/09/2014,13:55:00,23.1,53.8,0.14,1.01,2.38,117.2,53,0,415,13.7,13.7,13.7,6.1
28/09/2014,14:00:00,23.2,54,0,0.46,1.34,109.8,44.3,0,279,13.7,13.7,13.7,6.1
28/09/2014,14:05:00,23.2,53.6,0,0.51,2.08,73.5,76.6,0,405,13.7,13.7,13.7,6.2
28/09/2014,14:10:00,23.2,53.4,0,1.14,4.62,74.5,52,0,408,13.7,13.7,13.7,6.2
28/09/2014,14:15:00,23.2,54.2,0,0.73,3.28,351.3,65.4,0,423,13.7,13.7,13.7,6.1
28/09/2014,14:20:00,23.2,53.9,0,1.09,2.53,116.2,59.4,0,432,13.7,13.7,13.7,6.1
28/09/2014,14:25:00,23.4,53,0,0.72,2.38,175.4,18.3,0,473,13.7,13.7,13.7,6.3
28/09/2014,14:30:00,23.9,49.6,0,1.73,3.73,125.2,28.4,0,438,13.7,13.7,13.7,6.9
28/09/2014,14:35:00,24,48.6,0.74,2.03,3.73,136.6,15.5,0,376,13.7,13.7,13.7,7.1
28/09/2014,14:40:00,23.4,48.9,0.14,1.95,4.32,137.9,22.1,0,242,13.7,13.7,13.7,6.9
28/09/2014,14:45:00,23.4,48.5,0.29,2,4.17,124.8,20.4,0,277,13.7,13.7,13.8,7
28/09/2014,14:50:00,23.3,49.3,0,1.38,3.58,130.6,15.2,0,377,13.8,13.8,13.8,6.9
28/09/2014,14:55:00,23.5,48.8,0.14,1.71,2.98,119.3,19.7,0,399,13.8,13.8,13.8,7
28/09/2014,15:00:00,23.7,48.5,0.14,1.46,3.13,130.6,23.8,0,395,13.8,13.8,13.8,7.1
28/09/2014,15:05:00,23.3,50.1,0.14,1.75,4.17,115.6,36.9,0,288,13.7,13.8,13.8,6.7
28/09/2014,15:10:00,23,51.8,0.44,2.46,4.48,123.9,11.3,0,257,13.8,13.8,13.8,6.4
28/09/2014,15:15:00,22.9,52.8,0,1.5,3.28,123.1,17.3,0,247,13.8,13.8,13.8,6.3
28/09/2014,15:20:00,23.1,52.4,0,0.45,1.49,101.3,53.7,0,188,13.8,13.8,13.8,6.4
28/09/2014,15:25:00,23.2,52.7,0,0.91,3.28,307.4,73.5,0,183,13.8,13.8,13.8,6.3
28/09/2014,15:30:00,23.1,52.9,0.44,1.71,3.73,126,22.1,0,212,13.8,13.8,13.8,6.3
28/09/2014,15:35:00,23.2,53,0,0.96,2.83,132.2,24.7,0,200,13.8,13.8,13.8,6.3
28/09/2014,15:40:00,23.1,53.4,0.14,1.65,3.58,116.9,23,0,182,13.8,13.8,13.8,6.2
28/09/2014,15:45:00,22.9,54.4,0.44,2.02,4.17,124.1,20,0,150,13.8,13.8,13.8,6
28/09/2014,15:50:00,22.9,54.7,0.14,1.33,2.53,110,13,0,155,13.8,13.8,13.8,6
28/09/2014,15:55:00,23,54.6,0.44,1.78,3.28,117.4,22.8,0,171,13.8,13.8,13.8,6
28/09/2014,16:00:00,23.1,54.6,0,0.89,1.93,136,30.2,0,164,13.8,13.8,13.8,6
28/09/2014,16:05:00,23.1,54.5,0,0.78,1.63,128.3,17.4,0,182,13.5,13.8,13.8,6
28/09/2014,16:10:00,23.1,54.4,0.14,0.82,2.68,121.5,12.8,0,207,13.8,13.8,13.8,6.1
28/09/2014,16:15:00,23,54.6,0,1.36,2.83,75,63.3,0,185,13.8,13.8,13.8,6
28/09/2014,16:20:00,22.9,54.7,0.14,1.11,3.13,125.1,19.3,0,173,13.8,13.8,13.8,6
28/09/2014,16:25:00,23,54.3,0,0.82,1.93,101.5,38.7,0,186,13.8,13.8,13.8,6.1
28/09/2014,16:30:00,23.1,53.9,0,1.17,2.98,124.5,15,0,194,13.8,13.8,13.8,6.1
28/09/2014,16:35:00,22.9,54.2,0.29,1.42,2.98,123.8,15.8,0,159,13.8,13.8,13.8,6.1
