Time,BT4 lower(AVG) (degC),Internal Battery(RAW) (mV ),External Supply(RAW) (mV ),AT4 lower(AVG) (degC ),CT4 lower(AVG) (degC ),AT2 upper(AVG) (degC )
19/09/2014 3:00:00 AM,19.24,3398,13189,18.57,20.27,17.54
19/09/2014 2:45:00 AM,19.25,3398,13196,18.6,20.3,17.6
19/09/2014 2:30:00 AM,19.21,3398,13203,18.63,20.33,17.62
19/09/2014 2:15:00 AM,19.15,3397,13209,18.65,20.37,17.64
19/09/2014 2:00:00 AM,18.97,3398,13203,18.68,20.4,17.62
19/09/2014 1:45:00 AM,18.66,3398,13203,18.8,20.42,17.62
19/09/2014 1:30:00 AM,18.78,3398,13216,19.43,20.44,17.97
19/09/2014 1:15:00 AM,20.95,3398,13236,20.07,20.47,18.94
19/09/2014 1:00:00 AM,21.04,3398,13236,20.15,20.47,18.96
19/09/2014 12:45:00 AM,21.13,3399,13236,20.23,20.47,18.96
19/09/2014 12:30:00 AM,21.22,3398,13229,20.34,20.47,18.96
19/09/2014 12:15:00 AM,21.33,3392,13229,20.45,20.47,18.96
19/09/2014 12:00:00 AM,21.44,3398,13243,20.58,20.47,18.98
18/09/2014 11:45:00 PM,21.54,3398,13243,20.72,20.47,18.99
18/09/2014 11:30:00 PM,21.66,3397,13236,20.85,20.47,19.09
18/09/2014 11:15:00 PM,21.76,3398,13256,20.99,20.45,19.23
18/09/2014 11:00:00 PM,21.89,3398,13256,21.13,20.43,19.43
18/09/2014 10:45:00 PM,22,3398,13263,21.28,20.42,19.58
18/09/2014 10:30:00 PM,22.13,3398,13256,21.44,20.41,19.67
18/09/2014 10:15:00 PM,22.26,3399,13263,21.61,20.4,19.73
18/09/2014 10:00:00 PM,22.37,3398,13263,21.81,20.39,19.8
18/09/2014 9:45:00 PM,22.5,3398,13276,22,20.38,19.96
18/09/2014 9:30:00 PM,22.63,3398,13276,22.21,20.36,20.17
18/09/2014 9:15:00 PM,22.76,3399,13270,22.41,20.34,20.38
18/09/2014 9:00:00 PM,22.89,3398,13283,22.61,20.32,20.59
18/09/2014 8:45:00 PM,23.02,3399,13290,22.82,20.3,20.82
18/09/2014 8:30:00 PM,23.15,3399,13290,23.03,20.28,21.06
18/09/2014 8:15:00 PM,23.27,3399,13290,23.24,20.25,21.32
18/09/2014 8:00:00 PM,23.39,3394,13297,23.44,20.23,21.58
18/09/2014 7:45:00 PM,23.51,3399,13297,23.64,20.19,21.87
18/09/2014 7:30:00 PM,23.62,3399,13303,23.84,20.17,22.17
18/09/2014 7:15:00 PM,23.73,3399,13310,24.03,20.14,22.45
18/09/2014 7:00:00 PM,23.83,3399,13310,24.23,20.11,22.7
18/09/2014 6:45:00 PM,23.92,3399,13310,24.42,20.07,22.95
18/09/2014 6:30:00 PM,24.01,3399,13323,24.59,20.03,23.23
18/09/2014 6:15:00 PM,24.08,3399,13317,24.75,19.99,23.57
18/09/2014 6:00:00 PM,24.13,3399,13330,24.9,19.96,23.89
18/09/2014 5:45:00 PM,24.19,3400,13377,25.03,19.91,24.18
18/09/2014 5:30:00 PM,24.22,3399,13552,25.13,19.88,24.48
18/09/2014 5:15:00 PM,24.24,3399,13780,25.2,19.84,24.85
18/09/2014 5:00:00 PM,24.21,3400,14008,25.23,19.79,25.23
18/09/2014 4:45:00 PM,24.19,3399,14069,25.24,19.76,25.57
18/09/2014 4:30:00 PM,24.17,3400,14035,25.27,19.7,25.82
18/09/2014 4:15:00 PM,24.15,3400,14035,25.28,19.66,25.82
18/09/2014 4:00:00 PM,24.12,3400,14049,25.3,19.62,25.79
18/09/2014 3:45:00 PM,24.09,3400,13982,25.35,19.58,25.79
18/09/2014 3:30:00 PM,24.02,3402,13995,25.36,19.53,25.82
18/09/2014 3:15:00 PM,23.91,3402,13955,25.36,19.5,26.03
18/09/2014 3:00:00 PM,23.74,3400,13888,25.32,19.46,26.3
18/09/2014 2:45:00 PM,23.55,3402,13894,25.2,19.42,26.6
18/09/2014 2:30:00 PM,23.28,3402,13935,25.03,19.39,26.93
18/09/2014 2:15:00 PM,22.95,3400,13948,24.76,19.36,27.23
18/09/2014 2:00:00 PM,22.57,3402,13975,24.39,19.33,27.57
18/09/2014 1:45:00 PM,22.14,3402,13968,23.89,19.31,28.01
18/09/2014 1:30:00 PM,21.7,3402,13928,23.31,19.31,28.34
18/09/2014 1:15:00 PM,21.3,3402,13901,22.74,19.29,28.19
18/09/2014 1:00:00 PM,20.93,3402,13935,22.22,19.28,27.22
18/09/2014 12:45:00 PM,20.59,3402,13995,21.71,19.26,26.21
18/09/2014 12:30:00 PM,20.28,3397,13968,21.24,19.26,25.72
18/09/2014 12:15:00 PM,20.01,3400,14022,20.81,19.25,24.98
18/09/2014 12:00:00 PM,19.76,3398,14082,20.44,19.23,24.21
18/09/2014 11:45:00 AM,19.51,3399,14076,20.1,19.22,23.3
18/09/2014 11:30:00 AM,19.26,3399,14089,19.76,19.22,22.68
18/09/2014 11:15:00 AM,19.01,3399,14096,19.41,19.22,22.38
18/09/2014 11:00:00 AM,18.75,3399,14089,19.03,19.22,22.18
18/09/2014 10:45:00 AM,18.51,3399,14096,18.65,19.22,21.98
18/09/2014 10:30:00 AM,18.31,3400,14109,18.3,19.24,21.61
18/09/2014 10:15:00 AM,18.13,3399,14096,18.01,19.25,20.95
18/09/2014 10:00:00 AM,17.96,3399,14190,17.75,19.26,20.08
18/09/2014 9:45:00 AM,17.83,3399,14264,17.51,19.26,19.58
18/09/2014 9:30:00 AM,17.72,3399,14264,17.3,19.27,19.22
18/09/2014 9:15:00 AM,17.62,3398,14230,17.13,19.28,18.58
18/09/2014 9:00:00 AM,17.55,3393,14290,16.99,19.29,18.24
18/09/2014 8:45:00 AM,17.51,3398,14284,16.88,19.31,17.69
18/09/2014 8:30:00 AM,17.48,3398,14405,16.8,19.33,17.22
18/09/2014 8:15:00 AM,17.46,3398,14371,16.74,19.35,16.86
18/09/2014 8:00:00 AM,17.46,3398,14331,16.7,19.37,16.68
18/09/2014 7:45:00 AM,17.47,3397,14082,16.66,19.39,16.48
18/09/2014 7:30:00 AM,17.49,3397,13961,16.64,19.39,16.3
18/09/2014 7:15:00 AM,17.51,3397,13686,16.63,19.39,16.16
18/09/2014 7:00:00 AM,17.53,3397,13417,16.63,19.41,16.05
18/09/2014 6:45:00 AM,17.56,3393,13317,16.63,19.42,15.94
18/09/2014 6:30:00 AM,17.58,3397,13203,16.65,19.44,15.86
18/09/2014 6:15:00 AM,17.63,3398,13129,16.66,19.45,15.8
18/09/2014 6:00:00 AM,17.66,3395,13109,16.68,19.47,15.78
18/09/2014 5:45:00 AM,17.7,3397,13102,16.7,19.49,15.76
18/09/2014 5:30:00 AM,17.75,3397,13109,16.73,19.5,15.75
18/09/2014 5:15:00 AM,17.79,3397,13122,16.75,19.52,15.74
18/09/2014 5:00:00 AM,17.85,3397,13135,16.79,19.52,15.73
18/09/2014 4:45:00 AM,17.91,3395,13135,16.84,19.54,15.7
18/09/2014 4:30:00 AM,17.97,3397,13149,16.89,19.55,15.68
18/09/2014 4:15:00 AM,18.05,3397,13169,16.95,19.57,15.67
18/09/2014 4:00:00 AM,18.11,3397,13169,17.02,19.59,15.64
18/09/2014 3:45:00 AM,18.19,3397,13176,17.1,19.59,15.64
18/09/2014 3:30:00 AM,18.27,3397,13176,17.18,19.61,15.66
18/09/2014 3:15:00 AM,18.35,3393,13176,17.27,19.62,15.68
18/09/2014 3:00:00 AM,18.44,3397,13189,17.37,19.62,15.71
18/09/2014 2:45:00 AM,18.52,3397,13203,17.47,19.64,15.75
18/09/2014 2:30:00 AM,18.59,3398,13203,17.58,19.65,15.82
18/09/2014 2:15:00 AM,18.67,3398,13216,17.69,19.65,15.93
18/09/2014 2:00:00 AM,18.75,3397,13216,17.8,19.66,16.05
18/09/2014 1:45:00 AM,18.84,3397,13216,17.9,19.68,16.17
18/09/2014 1:30:00 AM,18.92,3397,13229,18.01,19.69,16.29
18/09/2014 1:15:00 AM,19,3397,13229,18.12,19.69,16.4
18/09/2014 1:00:00 AM,19.08,3398,13223,18.23,19.69,16.5
18/09/2014 12:45:00 AM,19.15,3397,13243,18.34,19.71,16.62
18/09/2014 12:30:00 AM,19.23,3397,13243,18.44,19.71,16.78
18/09/2014 12:15:00 AM,19.29,3397,13250,18.54,19.72,16.96
18/09/2014 12:00:00 AM,19.36,3398,13256,18.63,19.72,17.13
17/09/2014 11:45:00 PM,19.42,3398,13256,18.71,19.72,17.26
17/09/2014 11:30:00 PM,19.49,3397,13263,18.79,19.72,17.42
17/09/2014 11:15:00 PM,19.55,3398,13256,18.86,19.72,17.56
17/09/2014 11:00:00 PM,19.62,3392,13250,18.95,19.72,17.66
17/09/2014 10:45:00 PM,19.69,3397,13270,19.04,19.72,17.73
17/09/2014 10:30:00 PM,19.77,3398,13283,19.14,19.72,17.76
17/09/2014 10:15:00 PM,19.85,3397,13270,19.25,19.72,17.76
17/09/2014 10:00:00 PM,19.92,3397,13276,19.36,19.72,17.81
17/09/2014 9:45:00 PM,20.01,3393,13263,19.48,19.72,17.89
17/09/2014 9:30:00 PM,20.09,3393,13276,19.62,19.72,17.92
17/09/2014 9:15:00 PM,20.17,3397,13270,19.76,19.71,18.03
17/09/2014 9:00:00 PM,20.24,3398,13270,19.9,19.69,18.17
17/09/2014 8:45:00 PM,20.32,3392,13270,20.04,19.69,18.32
17/09/2014 8:30:00 PM,20.39,3398,13276,20.18,19.68,18.48
17/09/2014 8:15:00 PM,20.46,3398,13270,20.32,19.65,18.65
17/09/2014 8:00:00 PM,20.54,3398,13276,20.47,19.65,18.82
17/09/2014 7:45:00 PM,20.61,3398,13290,20.62,19.64,19
17/09/2014 7:30:00 PM,20.68,3393,13290,20.76,19.62,19.19
17/09/2014 7:15:00 PM,20.73,3397,13283,20.91,19.61,19.4
17/09/2014 7:00:00 PM,20.78,3399,13297,21.04,19.59,19.63
17/09/2014 6:45:00 PM,20.82,3398,13297,21.17,19.57,19.87
17/09/2014 6:30:00 PM,20.85,3398,13330,21.28,19.55,20.12
17/09/2014 6:15:00 PM,20.88,3399,13438,21.38,19.53,20.37
17/09/2014 6:00:00 PM,20.88,3398,13679,21.46,19.52,20.63
17/09/2014 5:45:00 PM,20.88,3399,13914,21.52,19.5,20.89
17/09/2014 5:30:00 PM,20.86,3398,14076,21.56,19.49,21.13
17/09/2014 5:15:00 PM,20.82,3399,14170,21.59,19.47,21.36
17/09/2014 5:00:00 PM,20.76,3399,14190,21.58,19.45,21.56
17/09/2014 4:45:00 PM,20.7,3397,14176,21.55,19.43,21.73
17/09/2014 4:30:00 PM,20.62,3399,14203,21.5,19.42,21.89
17/09/2014 4:15:00 PM,20.53,3399,14250,21.43,19.41,22.01
17/09/2014 4:00:00 PM,20.43,3399,14176,21.34,19.39,22.12
17/09/2014 3:45:00 PM,20.32,3399,14183,21.23,19.39,22.19
17/09/2014 3:30:00 PM,20.19,3399,14183,21.11,19.38,22.18
17/09/2014 3:15:00 PM,20.06,3399,14176,20.97,19.35,22.13
17/09/2014 3:00:00 PM,19.91,3399,14183,20.81,19.35,22.15
17/09/2014 2:45:00 PM,19.75,3399,14190,20.61,19.35,22.17
17/09/2014 2:30:00 PM,19.58,3398,14190,20.38,19.35,22.17
17/09/2014 2:15:00 PM,19.41,3399,14190,20.12,19.34,22.17
17/09/2014 2:00:00 PM,19.25,3399,14190,19.85,19.34,22.12
17/09/2014 1:45:00 PM,19.11,3399,14183,19.58,19.34,21.94
17/09/2014 1:30:00 PM,18.99,3399,14183,19.34,19.34,21.63
17/09/2014 1:15:00 PM,18.89,3399,14257,19.14,19.33,21.16
17/09/2014 1:00:00 PM,18.82,3399,14237,19,19.34,20.56
17/09/2014 12:45:00 PM,18.74,3399,14297,18.87,19.34,19.92
17/09/2014 12:30:00 PM,18.68,3398,14371,18.76,19.35,19.58
17/09/2014 12:15:00 PM,18.6,3395,14297,18.63,19.35,19.45
17/09/2014 12:00:00 PM,18.55,3398,14183,18.5,19.35,19.39
17/09/2014 11:45:00 AM,18.48,3398,14163,18.37,19.35,19.3
17/09/2014 11:30:00 AM,18.43,3398,14136,18.26,19.35,19.15
17/09/2014 11:15:00 AM,18.39,3398,14190,18.15,19.37,18.89
17/09/2014 11:00:00 AM,18.35,3398,14183,18.06,19.39,18.63
17/09/2014 10:45:00 AM,18.31,3398,13988,17.96,19.39,18.47
17/09/2014 10:30:00 AM,18.29,3398,13941,17.88,19.39,18.33
17/09/2014 10:15:00 AM,18.27,3398,13894,17.8,19.4,18.2
17/09/2014 10:00:00 AM,18.25,3397,13881,17.74,19.41,18.01
17/09/2014 9:45:00 AM,18.25,3398,13948,17.69,19.42,17.82
17/09/2014 9:30:00 AM,18.25,3398,13874,17.65,19.42,17.64
17/09/2014 9:15:00 AM,18.26,3398,13888,17.62,19.44,17.46
17/09/2014 9:00:00 AM,18.27,3398,13814,17.61,19.45,17.33
17/09/2014 8:45:00 AM,18.28,3398,13700,17.58,19.45,17.25
17/09/2014 8:30:00 AM,18.3,3397,13632,17.57,19.47,17.19
17/09/2014 8:15:00 AM,18.32,3398,13592,17.57,19.48,17.14
17/09/2014 8:00:00 AM,18.34,3398,13545,17.57,19.49,17.08
17/09/2014 7:45:00 AM,18.38,3397,13458,17.58,19.5,16.99
17/09/2014 7:30:00 AM,18.41,3395,13344,17.6,19.51,16.92
17/09/2014 7:15:00 AM,18.45,3392,13229,17.62,19.52,16.87
17/09/2014 7:00:00 AM,18.48,3397,13196,17.65,19.52,16.86
17/09/2014 6:45:00 AM,18.53,3398,13162,17.68,19.53,16.84
17/09/2014 6:30:00 AM,18.57,3398,13135,17.71,19.55,16.84
17/09/2014 6:15:00 AM,18.61,3398,13135,17.74,19.55,16.84
17/09/2014 6:00:00 AM,18.66,3397,13122,17.78,19.57,16.85
17/09/2014 5:45:00 AM,18.71,3397,13129,17.82,19.59,16.88
17/09/2014 5:30:00 AM,18.75,3397,13135,17.87,19.59,16.91
17/09/2014 5:15:00 AM,18.8,3397,13142,17.91,19.59,16.94
17/09/2014 5:00:00 AM,18.85,3392,13156,17.94,19.61,16.97
17/09/2014 4:45:00 AM,18.9,3398,13156,17.99,19.62,17.01
17/09/2014 4:30:00 AM,18.95,3398,13162,18.04,19.62,17.05
17/09/2014 4:15:00 AM,19,3397,13169,18.08,19.63,17.09
17/09/2014 4:00:00 AM,19.05,3398,13176,18.13,19.64,17.13
17/09/2014 3:45:00 AM,19.1,3398,13189,18.17,19.65,17.17
17/09/2014 3:30:00 AM,19.16,3398,13196,18.23,19.65,17.2
17/09/2014 3:15:00 AM,19.21,3394,13162,18.28,19.66,17.24
17/09/2014 3:00:00 AM,19.27,3398,13203,18.33,19.68,17.28
17/09/2014 2:45:00 AM,19.32,3397,13203,18.39,19.69,17.34
17/09/2014 2:30:00 AM,19.36,3398,13209,18.43,19.69,17.4
17/09/2014 2:15:00 AM,19.41,3398,13209,18.49,19.71,17.46
17/09/2014 2:00:00 AM,19.46,3398,13203,18.54,19.72,17.5
17/09/2014 1:45:00 AM,19.52,3397,13203,18.6,19.72,17.54
17/09/2014 1:30:00 AM,19.58,3398,13223,18.65,19.72,17.59
17/09/2014 1:15:00 AM,19.64,3398,13229,18.71,19.74,17.64
17/09/2014 1:00:00 AM,19.71,3398,13229,18.77,19.75,17.7
17/09/2014 12:45:00 AM,19.78,3398,13236,18.83,19.76,17.74
17/09/2014 12:30:00 AM,19.85,3398,13236,18.9,19.76,17.77
17/09/2014 12:15:00 AM,19.92,3398,13236,18.97,19.76,17.79
17/09/2014 12:00:00 AM,19.99,3397,13250,19.05,19.77,17.82
16/09/2014 11:45:00 PM,20.08,3398,13250,19.12,19.78,17.86
16/09/2014 11:30:00 PM,20.16,3398,13250,19.21,19.78,17.94
16/09/2014 11:15:00 PM,20.26,3398,13243,19.3,19.79,17.96
16/09/2014 11:00:00 PM,20.36,3398,13256,19.4,19.79,17.96
16/09/2014 10:45:00 PM,20.47,3397,13256,19.52,19.79,17.97
16/09/2014 10:30:00 PM,20.58,3398,13256,19.66,19.79,17.99
16/09/2014 10:15:00 PM,20.7,3398,13256,19.83,19.79,17.99
16/09/2014 10:00:00 PM,20.83,3397,13263,20,19.78,18.04
16/09/2014 9:45:00 PM,20.96,3398,13270,20.19,19.78,18.11
16/09/2014 9:30:00 PM,21.1,3398,13270,20.39,19.76,18.2
16/09/2014 9:15:00 PM,21.23,3398,13276,20.59,19.76,18.35
16/09/2014 9:00:00 PM,21.36,3398,13276,20.8,19.76,18.59
16/09/2014 8:45:00 PM,21.49,3398,13270,21,19.73,18.82
16/09/2014 8:30:00 PM,21.61,3398,13290,21.22,19.72,19.05
16/09/2014 8:15:00 PM,21.74,3398,13270,21.43,19.7,19.28
16/09/2014 8:00:00 PM,21.88,3399,13297,21.65,19.66,19.53
16/09/2014 7:45:00 PM,21.98,3399,13303,21.87,19.65,19.77
16/09/2014 7:30:00 PM,22.11,3397,13297,22.1,19.63,20
16/09/2014 7:15:00 PM,22.23,3399,13290,22.33,19.61,20.27
16/09/2014 7:00:00 PM,22.34,3399,13297,22.55,19.59,20.56
16/09/2014 6:45:00 PM,22.45,3399,13297,22.76,19.55,20.86
16/09/2014 6:30:00 PM,22.55,3399,13323,22.97,19.52,21.17
16/09/2014 6:15:00 PM,22.65,3398,13478,23.17,19.5,21.48
16/09/2014 6:00:00 PM,22.75,3399,13720,23.37,19.46,21.78
16/09/2014 5:45:00 PM,22.84,3399,13941,23.57,19.43,22.06
16/09/2014 5:30:00 PM,22.93,3399,14076,23.76,19.4,22.35
16/09/2014 5:15:00 PM,23.01,3398,14143,23.96,19.36,22.62
16/09/2014 5:00:00 PM,23.08,3400,14149,24.14,19.32,22.9
16/09/2014 4:45:00 PM,23.15,3399,14143,24.32,19.28,23.17
16/09/2014 4:30:00 PM,23.19,3400,14069,24.49,19.24,23.45
16/09/2014 4:15:00 PM,23.22,3400,14096,24.64,19.2,23.75
16/09/2014 4:00:00 PM,23.24,3400,14102,24.77,19.16,24.08
16/09/2014 3:45:00 PM,23.23,3400,14055,24.89,19.11,24.41
16/09/2014 3:30:00 PM,23.19,3400,14008,24.97,19.08,24.73
16/09/2014 3:15:00 PM,23.11,3402,13975,25.02,19.04,25.08
16/09/2014 3:00:00 PM,23,3403,13948,24.99,19,25.46
16/09/2014 2:45:00 PM,22.83,3400,13894,24.9,18.97,25.81
16/09/2014 2:30:00 PM,22.6,3402,13908,24.71,18.94,26.19
16/09/2014 2:15:00 PM,22.31,3400,13935,24.4,18.9,26.7
16/09/2014 2:00:00 PM,21.96,3402,13941,23.99,18.87,27.3
16/09/2014 1:45:00 PM,21.59,3402,13928,23.54,18.86,27.57
16/09/2014 1:30:00 PM,21.23,3400,13988,23.05,18.84,27.11
16/09/2014 1:15:00 PM,20.88,3402,13982,22.57,18.82,26.73
16/09/2014 1:00:00 PM,20.56,3400,13968,22.09,18.8,26.51
16/09/2014 12:45:00 PM,20.29,3400,14022,21.65,18.78,25.77
16/09/2014 12:30:00 PM,20.01,3399,14069,21.24,18.76,25.05
16/09/2014 12:15:00 PM,19.74,3399,14069,20.86,18.75,24.4
16/09/2014 12:00:00 PM,19.46,3399,14096,20.47,18.73,23.85
16/09/2014 11:45:00 AM,19.17,3399,14096,20.07,18.73,23.48
16/09/2014 11:30:00 AM,18.88,3399,14096,19.64,18.73,23.24
16/09/2014 11:15:00 AM,18.6,3399,14096,19.19,18.73,22.9
16/09/2014 11:00:00 AM,18.34,3399,14096,18.76,18.73,22.56
16/09/2014 10:45:00 AM,18.13,3399,14096,18.36,18.73,22.1
16/09/2014 10:30:00 AM,17.95,3399,14203,18,18.73,21.26
16/09/2014 10:15:00 AM,17.79,3399,14270,17.69,18.73,20.45
16/09/2014 10:00:00 AM,17.68,3399,14257,17.41,18.75,20.06
16/09/2014 9:45:00 AM,17.58,3398,14237,17.18,18.75,19.42
16/09/2014 9:30:00 AM,17.5,3398,14297,17,18.77,18.62
16/09/2014 9:15:00 AM,17.44,3398,14398,16.85,18.8,18.07
16/09/2014 9:00:00 AM,17.39,3398,14358,16.71,18.8,17.66
16/09/2014 8:45:00 AM,17.34,3398,14378,16.6,18.82,17.32
16/09/2014 8:30:00 AM,17.32,3398,14129,16.5,18.83,17.11
16/09/2014 8:15:00 AM,17.3,3398,14163,16.43,18.84,16.81
16/09/2014 8:00:00 AM,17.3,3395,14062,16.38,18.86,16.43
16/09/2014 7:45:00 AM,17.3,3398,14008,16.34,18.86,16.18
16/09/2014 7:30:00 AM,17.3,3398,13740,16.31,18.88,16.06
16/09/2014 7:15:00 AM,17.32,3397,13559,16.29,18.89,15.95
16/09/2014 7:00:00 AM,17.33,3397,13411,16.27,18.91,15.81
16/09/2014 6:45:00 AM,17.34,3397,13276,16.27,18.93,15.69
16/09/2014 6:30:00 AM,17.37,3397,13216,16.27,18.93,15.61
16/09/2014 6:15:00 AM,17.4,3397,13129,16.27,18.96,15.54
16/09/2014 6:00:00 AM,17.43,3397,13115,16.29,18.97,15.5
16/09/2014 5:45:00 AM,17.47,3397,13115,16.3,18.99,15.47
16/09/2014 5:30:00 AM,17.51,3398,13115,16.32,18.98,15.45
16/09/2014 5:15:00 AM,17.55,3395,13122,16.33,18.99,15.43
16/09/2014 5:00:00 AM,17.6,3397,13135,16.36,19.02,15.41
16/09/2014 4:45:00 AM,17.65,3397,13142,16.38,19.03,15.41
16/09/2014 4:30:00 AM,17.7,3397,13149,16.4,19.05,15.4
16/09/2014 4:15:00 AM,17.76,3398,13156,16.44,19.06,15.39
16/09/2014 4:00:00 AM,17.82,3397,13156,16.47,19.08,15.38
16/09/2014 3:45:00 AM,17.89,3395,13156,16.51,19.09,15.37
16/09/2014 3:30:00 AM,17.96,3397,13156,16.57,19.11,15.34
16/09/2014 3:15:00 AM,18.06,3392,13156,16.63,19.12,15.31
16/09/2014 3:00:00 AM,18.14,3394,13176,16.7,19.15,15.28
16/09/2014 2:45:00 AM,18.25,3397,13182,16.78,19.16,15.25
16/09/2014 2:30:00 AM,18.35,3397,13189,16.89,19.18,15.21
16/09/2014 2:15:00 AM,18.46,3397,13189,17.01,19.19,15.18
16/09/2014 2:00:00 AM,18.58,3397,13189,17.14,19.2,15.14
16/09/2014 1:45:00 AM,18.71,3397,13196,17.27,19.22,15.17
16/09/2014 1:30:00 AM,18.83,3392,13196,17.42,19.22,15.27
16/09/2014 1:15:00 AM,18.93,3394,13189,17.55,19.24,15.42
16/09/2014 1:00:00 AM,19.06,3398,13209,17.69,19.26,15.57
16/09/2014 12:45:00 AM,19.19,3397,13216,17.84,19.26,15.71
16/09/2014 12:30:00 AM,19.33,3397,13216,18,19.26,15.83
16/09/2014 12:15:00 AM,19.48,3397,13209,18.17,19.26,15.93
16/09/2014 12:00:00 AM,19.62,3397,13216,18.36,19.26,15.99
15/09/2014 11:45:00 PM,19.77,3397,13223,18.56,19.27,16.1
15/09/2014 11:30:00 PM,19.93,3397,13223,18.76,19.27,16.28
15/09/2014 11:15:00 PM,20.09,3397,13229,18.98,19.27,16.46
15/09/2014 11:00:00 PM,20.24,3397,13236,19.2,19.26,16.62
15/09/2014 10:45:00 PM,20.4,3397,13243,19.41,19.26,16.81
15/09/2014 10:30:00 PM,20.56,3397,13243,19.64,19.26,17.02
15/09/2014 10:15:00 PM,20.72,3397,13250,19.88,19.25,17.24
15/09/2014 10:00:00 PM,20.88,3397,13256,20.12,19.24,17.48
15/09/2014 9:45:00 PM,21.05,3398,13263,20.37,19.22,17.72
15/09/2014 9:30:00 PM,21.22,3397,13256,20.62,19.21,17.96
15/09/2014 9:15:00 PM,21.39,3397,13263,20.88,19.19,18.21
15/09/2014 9:00:00 PM,21.57,3398,13263,21.15,19.17,18.48
15/09/2014 8:45:00 PM,21.75,3398,13276,21.43,19.14,18.75
15/09/2014 8:30:00 PM,21.92,3398,13276,21.71,19.1,19.02
15/09/2014 8:15:00 PM,22.08,3398,13276,22.01,19.07,19.32
15/09/2014 8:00:00 PM,22.25,3398,13283,22.3,19.04,19.64
15/09/2014 7:45:00 PM,22.42,3398,13283,22.59,19.01,19.98
15/09/2014 7:30:00 PM,22.58,3398,13283,22.88,18.97,20.33
15/09/2014 7:15:00 PM,22.74,3398,13276,23.17,18.94,20.69
15/09/2014 7:00:00 PM,22.9,3399,13283,23.46,18.89,21.05
15/09/2014 6:45:00 PM,23.05,3399,13283,23.74,18.85,21.44
15/09/2014 6:30:00 PM,23.19,3398,13303,24.01,18.81,21.86
15/09/2014 6:15:00 PM,23.32,3399,13505,24.27,18.77,22.28
15/09/2014 6:00:00 PM,23.45,3398,13740,24.53,18.72,22.69
15/09/2014 5:45:00 PM,23.55,3399,13888,24.76,18.68,23.11
15/09/2014 5:30:00 PM,23.64,3399,14055,24.97,18.62,23.51
15/09/2014 5:15:00 PM,23.72,3399,14123,25.17,18.57,23.91
15/09/2014 5:00:00 PM,23.76,3399,14149,25.33,18.52,24.34
15/09/2014 4:45:00 PM,23.78,3400,14109,25.45,18.46,24.82
15/09/2014 4:30:00 PM,23.77,3400,14082,25.54,18.42,25.29
15/09/2014 4:15:00 PM,23.76,3400,14055,25.59,18.36,25.68
15/09/2014 4:00:00 PM,23.72,3402,14029,25.64,18.32,25.93
15/09/2014 3:45:00 PM,23.66,3400,14049,25.67,18.27,26.13
15/09/2014 3:30:00 PM,23.57,3400,14015,25.68,18.22,26.26
15/09/2014 3:15:00 PM,23.45,3402,14015,25.65,18.17,26.44
15/09/2014 3:00:00 PM,23.27,3402,13982,25.57,18.13,26.75
15/09/2014 2:45:00 PM,23.02,3402,13928,25.39,18.09,27.13
15/09/2014 2:30:00 PM,22.67,3400,13968,25.08,18.06,27.54
15/09/2014 2:15:00 PM,22.26,3402,13955,24.63,18.02,28.08
15/09/2014 2:00:00 PM,21.78,3402,13881,24.04,17.99,28.72
15/09/2014 1:45:00 PM,21.31,3403,13847,23.41,17.97,29.12
15/09/2014 1:30:00 PM,20.88,3402,13807,22.8,17.95,28.54
15/09/2014 1:15:00 PM,20.5,3403,13881,22.26,17.93,27.65
15/09/2014 1:00:00 PM,20.15,3400,13921,21.8,17.91,26.69
15/09/2014 12:45:00 PM,19.79,3400,13988,21.37,17.9,25.37
15/09/2014 12:30:00 PM,19.34,3400,14035,20.89,17.89,24.68
15/09/2014 12:15:00 PM,18.85,3400,14055,20.3,17.89,24.65
15/09/2014 12:00:00 PM,18.32,3400,13948,19.6,17.87,25.1
15/09/2014 11:45:00 AM,17.8,3400,13921,18.86,17.87,25.4
15/09/2014 11:30:00 AM,17.33,3402,13874,18.15,17.89,24.6
15/09/2014 11:15:00 AM,16.9,3402,13948,17.48,17.9,23.51
15/09/2014 11:00:00 AM,16.52,3400,13982,16.84,17.9,22.39
15/09/2014 10:45:00 AM,16.19,3399,14055,16.24,17.92,21.7
15/09/2014 10:30:00 AM,15.94,3399,13995,15.72,17.93,21.05
15/09/2014 10:15:00 AM,15.76,3398,14089,15.33,17.94,19.75
15/09/2014 10:00:00 AM,15.63,3397,14149,15.06,17.96,18.2
15/09/2014 9:45:00 AM,15.52,3398,14277,14.84,17.97,16.7
15/09/2014 9:30:00 AM,15.44,3397,14337,14.63,17.99,16.1
15/09/2014 9:15:00 AM,15.36,3397,14385,14.44,18.02,15.77
15/09/2014 9:00:00 AM,15.29,3398,14351,14.27,18.04,15.43
15/09/2014 8:45:00 AM,15.25,3397,14183,14.13,18.06,15.08
15/09/2014 8:30:00 AM,15.22,3395,14196,14.01,18.08,14.68
15/09/2014 8:15:00 AM,15.2,3391,14136,13.93,18.09,14.24
15/09/2014 8:00:00 AM,15.21,3395,14096,13.87,18.12,13.84
15/09/2014 7:45:00 AM,15.23,3397,13820,13.83,18.14,13.58
